step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
3439,6.52249, -3.29851, 4.16837, -0.341877, 4.34269, 4.1953, -2.90732, -3.14815, -1.76325, 4.81236, -4.16105, 4.84929, -1.36264, 3.87033, 1.45935, 0.8758, 1.94626, 3.93753, -2.20192, -3.23025, -3.40507, 5.5499, 1.99147, 2.50697, -3.36486, 2.29313, 3.12879, 1.96186, 4.53246, 6.36622, -1.4903, -1.37708, -3.09406, -4.73456, 2.65548, 6.25305, -4.42462, 0.255059
3449,6.52272, -3.29925, 4.16911, -0.342264, 4.34294, 4.19533, -2.90733, -3.1481, -1.76298, 4.81284, -4.16173, 4.84998, -1.36331, 3.87108, 1.45896, 0.875527, 1.94649, 3.93772, -2.20152, -3.23049, -3.40545, 5.55128, 1.9929, 2.50821, -3.36627, 2.29309, 3.12878, 1.96182, 4.53397, 6.36753, -1.4884, -1.37696, -3.09405, -4.73683, 2.65649, 6.25471, -4.42509, 0.255058
3459,6.52295, -3.29999, 4.16984, -0.34265, 4.34319, 4.19535, -2.90735, -3.14806, -1.76272, 4.81331, -4.16241, 4.85066, -1.36397, 3.87183, 1.45857, 0.875253, 1.94673, 3.93791, -2.20113, -3.23074, -3.40584, 5.55265, 1.99432, 2.50945, -3.36767, 2.29305, 3.12877, 1.96178, 4.53546, 6.36883, -1.48651, -1.37684, -3.09405, -4.73909, 2.6575, 6.25636, -4.42556, 0.255057
3469,6.52318, -3.30072, 4.17058, -0.343036, 4.34343, 4.19537, -2.90736, -3.14801, -1.76246, 4.81378, -4.16309, 4.85135, -1.36463, 3.87257, 1.45818, 0.87498, 1.94696, 3.9381, -2.20073, -3.23099, -3.40622, 5.55402, 1.99574, 2.51069, -3.36907, 2.29301, 3.12876, 1.96174, 4.53696, 6.37013, -1.48463, -1.37672, -3.09404, -4.74134, 2.65851, 6.25801, -4.42603, 0.255056
3479,6.52341, -3.30145, 4.17131, -0.343421, 4.34368, 4.19539, -2.90738, -3.14796, -1.76219, 4.81425, -4.16377, 4.85203, -1.36529, 3.87331, 1.4578, 0.874707, 1.94719, 3.93829, -2.20034, -3.23123, -3.40661, 5.55539, 1.99715, 2.51192, -3.37046, 2.29297, 3.12875, 1.9617, 4.53844, 6.37142, -1.48275, -1.3766, -3.09404, -4.74359, 2.65952, 6.25965, -4.42649, 0.255055
3489,6.52363, -3.30218, 4.17204, -0.343805, 4.34392, 4.19541, -2.90739, -3.14792, -1.76193, 4.81472, -4.16444, 4.8527, -1.36595, 3.87405, 1.45741, 0.874435, 1.94742, 3.93848, -2.19995, -3.23148, -3.40699, 5.55675, 1.99856, 2.51314, -3.37185, 2.29294, 3.12874, 1.96166, 4.53992, 6.37271, -1.48088, -1.37648, -3.09403, -4.74582, 2.66052, 6.26128, -4.42696, 0.255054
3499,6.52386, -3.30291, 4.17277, -0.344189, 4.34417, 4.19544, -2.90741, -3.14787, -1.76167, 4.81519, -4.16511, 4.85338, -1.36661, 3.87478, 1.45702, 0.874163, 1.94765, 3.93866, -2.19956, -3.23172, -3.40736, 5.55811, 1.99996, 2.51436, -3.37324, 2.2929, 3.12873, 1.96162, 4.5414, 6.37399, -1.47902, -1.37635, -3.09403, -4.74806, 2.66151, 6.26291, -4.42741, 0.255053
3509,6.52408, -3.30363, 4.17349, -0.344572, 4.34441, 4.19546, -2.90742, -3.14782, -1.76141, 4.81565, -4.16578, 4.85405, -1.36727, 3.87551, 1.45664, 0.873891, 1.94788, 3.93885, -2.19918, -3.23197, -3.40774, 5.55946, 2.00136, 2.51558, -3.37462, 2.29286, 3.12872, 1.96158, 4.54287, 6.37527, -1.47716, -1.37623, -3.09402, -4.75028, 2.66251, 6.26453, -4.42787, 0.255051
3519,6.5243, -3.30435, 4.17422, -0.344955, 4.34465, 4.19548, -2.90743, -3.14777, -1.76115, 4.81611, -4.16645, 4.85472, -1.36792, 3.87624, 1.45625, 0.873619, 1.9481, 3.93903, -2.19879, -3.23221, -3.40812, 5.56081, 2.00275, 2.5168, -3.376, 2.29282, 3.1287, 1.96155, 4.54434, 6.37654, -1.4753, -1.37611, -3.09401, -4.7525, 2.6635, 6.26614, -4.42832, 0.25505
3529,6.52452, -3.30507, 4.17494, -0.345337, 4.34489, 4.1955, -2.90745, -3.14773, -1.76089, 4.81658, -4.16711, 4.85539, -1.36857, 3.87697, 1.45587, 0.873348, 1.94833, 3.93922, -2.1984, -3.23245, -3.40849, 5.56216, 2.00414, 2.51801, -3.37737, 2.29278, 3.12869, 1.96151, 4.5458, 6.37781, -1.47346, -1.37598, -3.094, -4.75471, 2.66448, 6.26775, -4.42877, 0.255049
3539,6.52474, -3.30578, 4.17565, -0.345718, 4.34513, 4.19552, -2.90746, -3.14768, -1.76063, 4.81703, -4.16778, 4.85605, -1.36922, 3.8777, 1.45549, 0.873077, 1.94855, 3.9394, -2.19802, -3.23269, -3.40887, 5.5635, 2.00553, 2.51921, -3.37874, 2.29275, 3.12868, 1.96148, 4.54725, 6.37908, -1.47162, -1.37585, -3.09399, -4.75691, 2.66547, 6.26935, -4.42921, 0.255048
3549,6.52496, -3.3065, 4.17637, -0.346099, 4.34538, 4.19554, -2.90747, -3.14763, -1.76037, 4.81749, -4.16844, 4.85672, -1.36987, 3.87842, 1.4551, 0.872806, 1.94878, 3.93958, -2.19764, -3.23293, -3.40924, 5.56484, 2.00691, 2.52041, -3.38011, 2.29271, 3.12867, 1.96144, 4.54871, 6.38033, -1.46978, -1.37573, -3.09398, -4.7591, 2.66644, 6.27094, -4.42965, 0.255047
3559,6.52518, -3.30721, 4.17708, -0.34648, 4.34562, 4.19556, -2.90749, -3.14758, -1.76011, 4.81795, -4.1691, 4.85738, -1.37052, 3.87914, 1.45472, 0.872536, 1.949, 3.93976, -2.19725, -3.23317, -3.40961, 5.56618, 2.00828, 2.52161, -3.38147, 2.29267, 3.12866, 1.96141, 4.55015, 6.38159, -1.46796, -1.3756, -3.09397, -4.76129, 2.66742, 6.27253, -4.43009, 0.255046
3569,6.5254, -3.30791, 4.17779, -0.346859, 4.34586, 4.19558, -2.9075, -3.14753, -1.75985, 4.8184, -4.16975, 4.85804, -1.37116, 3.87986, 1.45434, 0.872266, 1.94922, 3.93994, -2.19687, -3.23341, -3.40997, 5.56751, 2.00965, 2.5228, -3.38283, 2.29263, 3.12865, 1.96137, 4.55159, 6.38284, -1.46613, -1.37548, -3.09396, -4.76347, 2.66839, 6.27411, -4.43052, 0.255045
3579,6.52562, -3.30862, 4.1785, -0.347239, 4.34609, 4.1956, -2.90751, -3.14749, -1.75959, 4.81885, -4.17041, 4.85869, -1.37181, 3.88057, 1.45397, 0.871996, 1.94944, 3.94012, -2.19649, -3.23365, -3.41034, 5.56884, 2.01102, 2.52399, -3.38418, 2.2926, 3.12863, 1.96134, 4.55303, 6.38408, -1.46432, -1.37535, -3.09395, -4.76565, 2.66936, 6.27569, -4.43096, 0.255044
3589,6.52583, -3.30932, 4.17921, -0.347617, 4.34633, 4.19562, -2.90752, -3.14744, -1.75934, 4.8193, -4.17106, 4.85935, -1.37245, 3.88128, 1.45359, 0.871727, 1.94966, 3.9403, -2.19611, -3.23388, -3.41071, 5.57016, 2.01238, 2.52518, -3.38553, 2.29256, 3.12862, 1.96131, 4.55446, 6.38532, -1.46251, -1.37522, -3.09393, -4.76782, 2.67032, 6.27725, -4.43139, 0.255043
3599,6.52605, -3.31002, 4.17991, -0.347995, 4.34657, 4.19564, -2.90754, -3.14739, -1.75908, 4.81975, -4.17171, 4.86, -1.37309, 3.88199, 1.45321, 0.871458, 1.94988, 3.94047, -2.19574, -3.23412, -3.41107, 5.57148, 2.01374, 2.52636, -3.38688, 2.29252, 3.12861, 1.96128, 4.55588, 6.38656, -1.4607, -1.37509, -3.09392, -4.76998, 2.67129, 6.27882, -4.43181, 0.255042
3609,6.52626, -3.31071, 4.18061, -0.348373, 4.34681, 4.19566, -2.90755, -3.14734, -1.75882, 4.82019, -4.17236, 4.86065, -1.37373, 3.8827, 1.45283, 0.871189, 1.9501, 3.94065, -2.19536, -3.23435, -3.41143, 5.5728, 2.01509, 2.52754, -3.38822, 2.29249, 3.1286, 1.96124, 4.5573, 6.38779, -1.4589, -1.37496, -3.0939, -4.77213, 2.67224, 6.28037, -4.43223, 0.255041
3619,6.52647, -3.31141, 4.18131, -0.34875, 4.34704, 4.19568, -2.90756, -3.14729, -1.75857, 4.82063, -4.17301, 4.8613, -1.37436, 3.88341, 1.45246, 0.87092, 1.95031, 3.94082, -2.19498, -3.23459, -3.41179, 5.57411, 2.01644, 2.52871, -3.38956, 2.29245, 3.12859, 1.96121, 4.55872, 6.38902, -1.45711, -1.37483, -3.09389, -4.77428, 2.6732, 6.28192, -4.43265, 0.25504
3629,6.52668, -3.3121, 4.18201, -0.349126, 4.34728, 4.1957, -2.90758, -3.14725, -1.75832, 4.82108, -4.17365, 4.86194, -1.375, 3.88411, 1.45208, 0.870652, 1.95053, 3.94099, -2.19461, -3.23482, -3.41215, 5.57542, 2.01778, 2.52988, -3.39089, 2.29241, 3.12858, 1.96118, 4.56013, 6.39024, -1.45532, -1.3747, -3.09387, -4.77642, 2.67415, 6.28347, -4.43307, 0.255039
3639,6.52689, -3.31279, 4.1827, -0.349502, 4.34752, 4.19572, -2.90759, -3.1472, -1.75806, 4.82152, -4.1743, 4.86258, -1.37563, 3.88481, 1.45171, 0.870384, 1.95075, 3.94117, -2.19424, -3.23506, -3.41251, 5.57673, 2.01912, 2.53105, -3.39222, 2.29238, 3.12856, 1.96115, 4.56154, 6.39146, -1.45354, -1.37457, -3.09386, -4.77855, 2.6751, 6.285, -4.43348, 0.255038
3649,6.5271, -3.31348, 4.1834, -0.349877, 4.34775, 4.19574, -2.9076, -3.14715, -1.75781, 4.82196, -4.17494, 4.86322, -1.37626, 3.88551, 1.45134, 0.870116, 1.95096, 3.94134, -2.19386, -3.23529, -3.41287, 5.57803, 2.02046, 2.53221, -3.39355, 2.29234, 3.12855, 1.96113, 4.56294, 6.39268, -1.45177, -1.37444, -3.09384, -4.78068, 2.67604, 6.28654, -4.43389, 0.255037
3659,6.52731, -3.31416, 4.18409, -0.350252, 4.34798, 4.19576, -2.90761, -3.1471, -1.75755, 4.82239, -4.17557, 4.86386, -1.37689, 3.88621, 1.45096, 0.869849, 1.95117, 3.94151, -2.19349, -3.23552, -3.41322, 5.57933, 2.02179, 2.53337, -3.39487, 2.2923, 3.12854, 1.9611, 4.56434, 6.39389, -1.45, -1.37431, -3.09382, -4.7828, 2.67698, 6.28806, -4.4343, 0.255036
3669,6.52752, -3.31484, 4.18477, -0.350626, 4.34822, 4.19578, -2.90762, -3.14705, -1.7573, 4.82283, -4.17621, 4.8645, -1.37752, 3.8869, 1.45059, 0.869582, 1.95138, 3.94168, -2.19312, -3.23575, -3.41358, 5.58062, 2.02312, 2.53452, -3.39619, 2.29227, 3.12853, 1.96107, 4.56573, 6.39509, -1.44823, -1.37418, -3.0938, -4.78491, 2.67792, 6.28958, -4.43471, 0.255035
3679,6.52773, -3.31552, 4.18546, -0.351, 4.34845, 4.1958, -2.90764, -3.147, -1.75705, 4.82326, -4.17685, 4.86513, -1.37815, 3.88759, 1.45022, 0.869315, 1.9516, 3.94185, -2.19275, -3.23598, -3.41393, 5.58192, 2.02444, 2.53568, -3.3975, 2.29223, 3.12851, 1.96104, 4.56712, 6.39629, -1.44647, -1.37404, -3.09378, -4.78702, 2.67886, 6.2911, -4.43511, 0.255034
3689,6.52793, -3.3162, 4.18614, -0.351373, 4.34868, 4.19581, -2.90765, -3.14696, -1.7568, 4.82369, -4.17748, 4.86576, -1.37877, 3.88828, 1.44985, 0.869048, 1.95181, 3.94202, -2.19239, -3.23621, -3.41428, 5.5832, 2.02576, 2.53682, -3.39881, 2.29219, 3.1285, 1.96102, 4.5685, 6.39749, -1.44472, -1.37391, -3.09376, -4.78912, 2.67979, 6.2926, -4.43551, 0.255033
3699,6.52814, -3.31687, 4.18682, -0.351745, 4.34891, 4.19583, -2.90766, -3.14691, -1.75655, 4.82412, -4.17811, 4.86639, -1.3794, 3.88897, 1.44949, 0.868782, 1.95202, 3.94218, -2.19202, -3.23644, -3.41463, 5.58449, 2.02707, 2.53797, -3.40012, 2.29216, 3.12849, 1.96099, 4.56988, 6.39868, -1.44297, -1.37378, -3.09374, -4.79121, 2.68072, 6.29411, -4.4359, 0.255032
3709,6.52834, -3.31754, 4.1875, -0.352117, 4.34915, 4.19585, -2.90767, -3.14686, -1.7563, 4.82455, -4.17874, 4.86702, -1.38002, 3.88965, 1.44912, 0.868516, 1.95222, 3.94235, -2.19166, -3.23667, -3.41498, 5.58577, 2.02839, 2.53911, -3.40142, 2.29212, 3.12848, 1.96097, 4.57125, 6.39987, -1.44123, -1.37364, -3.09372, -4.7933, 2.68164, 6.2956, -4.43629, 0.255031
3719,6.52854, -3.31821, 4.18818, -0.352489, 4.34938, 4.19587, -2.90768, -3.14681, -1.75605, 4.82498, -4.17937, 4.86765, -1.38064, 3.89033, 1.44875, 0.868251, 1.95243, 3.94251, -2.19129, -3.23689, -3.41533, 5.58705, 2.02969, 2.54024, -3.40272, 2.29208, 3.12846, 1.96094, 4.57262, 6.40105, -1.4395, -1.37351, -3.0937, -4.79538, 2.68256, 6.29709, -4.43669, 0.25503
3729,6.52875, -3.31888, 4.18886, -0.352859, 4.34961, 4.19589, -2.9077, -3.14676, -1.7558, 4.8254, -4.17999, 4.86827, -1.38126, 3.89101, 1.44838, 0.867986, 1.95264, 3.94268, -2.19093, -3.23712, -3.41567, 5.58832, 2.03099, 2.54138, -3.40402, 2.29205, 3.12845, 1.96092, 4.57398, 6.40223, -1.43776, -1.37337, -3.09368, -4.79745, 2.68348, 6.29858, -4.43707, 0.255029
3739,6.52895, -3.31954, 4.18953, -0.35323, 4.34984, 4.1959, -2.90771, -3.14671, -1.75555, 4.82582, -4.18062, 4.86889, -1.38187, 3.89169, 1.44802, 0.867721, 1.95285, 3.94284, -2.19057, -3.23734, -3.41602, 5.58959, 2.03229, 2.54251, -3.40531, 2.29201, 3.12844, 1.96089, 4.57534, 6.40341, -1.43604, -1.37324, -3.09365, -4.79952, 2.6844, 6.30006, -4.43746, 0.255028
3749,6.52915, -3.32021, 4.1902, -0.3536, 4.35007, 4.19592, -2.90772, -3.14667, -1.7553, 4.82624, -4.18124, 4.86951, -1.38249, 3.89237, 1.44765, 0.867456, 1.95305, 3.943, -2.1902, -3.23757, -3.41636, 5.59086, 2.03359, 2.54363, -3.4066, 2.29198, 3.12843, 1.96087, 4.5767, 6.40458, -1.43432, -1.3731, -3.09363, -4.80158, 2.68531, 6.30153, -4.43784, 0.255027
3759,6.52935, -3.32087, 4.19087, -0.353969, 4.35029, 4.19594, -2.90773, -3.14662, -1.75506, 4.82666, -4.18186, 4.87013, -1.3831, 3.89304, 1.44729, 0.867191, 1.95325, 3.94316, -2.18984, -3.23779, -3.41671, 5.59213, 2.03488, 2.54475, -3.40788, 2.29194, 3.12841, 1.96085, 4.57805, 6.40575, -1.4326, -1.37297, -3.09361, -4.80364, 2.68622, 6.303, -4.43822, 0.255026
3769,6.52955, -3.32152, 4.19153, -0.354338, 4.35052, 4.19595, -2.90774, -3.14657, -1.75481, 4.82708, -4.18248, 4.87074, -1.38372, 3.89371, 1.44693, 0.866927, 1.95346, 3.94333, -2.18948, -3.23802, -3.41705, 5.59339, 2.03616, 2.54587, -3.40917, 2.2919, 3.1284, 1.96083, 4.5794, 6.40691, -1.43089, -1.37283, -3.09358, -4.80568, 2.68712, 6.30446, -4.4386, 0.255025
3779,6.52974, -3.32218, 4.1922, -0.354706, 4.35075, 4.19597, -2.90775, -3.14652, -1.75456, 4.8275, -4.18309, 4.87136, -1.38433, 3.89438, 1.44656, 0.866664, 1.95366, 3.94349, -2.18913, -3.23824, -3.41739, 5.59465, 2.03745, 2.54699, -3.41044, 2.29187, 3.12839, 1.96081, 4.58074, 6.40807, -1.42919, -1.37269, -3.09356, -4.80773, 2.68803, 6.30592, -4.43897, 0.255024
3789,6.52994, -3.32283, 4.19286, -0.355073, 4.35098, 4.19599, -2.90777, -3.14647, -1.75432, 4.82791, -4.18371, 4.87197, -1.38494, 3.89505, 1.4462, 0.8664, 1.95386, 3.94364, -2.18877, -3.23846, -3.41772, 5.5959, 2.03873, 2.5481, -3.41172, 2.29183, 3.12837, 1.96078, 4.58208, 6.40923, -1.42749, -1.37256, -3.09353, -4.80976, 2.68893, 6.30737, -4.43934, 0.255023
3799,6.53014, -3.32348, 4.19352, -0.355441, 4.3512, 4.196, -2.90778, -3.14642, -1.75407, 4.82833, -4.18432, 4.87258, -1.38554, 3.89571, 1.44584, 0.866137, 1.95406, 3.9438, -2.18841, -3.23868, -3.41806, 5.59715, 2.04, 2.54921, -3.41299, 2.2918, 3.12836, 1.96076, 4.58341, 6.41038, -1.4258, -1.37242, -3.09351, -4.81179, 2.68982, 6.30882, -4.43971, 0.255022
3809,6.53033, -3.32413, 4.19418, -0.355807, 4.35143, 4.19602, -2.90779, -3.14637, -1.75383, 4.82874, -4.18493, 4.87319, -1.38615, 3.89638, 1.44548, 0.865874, 1.95426, 3.94396, -2.18806, -3.2389, -3.4184, 5.5984, 2.04127, 2.55031, -3.41426, 2.29176, 3.12835, 1.96075, 4.58474, 6.41153, -1.42411, -1.37228, -3.09348, -4.81382, 2.69072, 6.31026, -4.44008, 0.255021
3819,6.53053, -3.32478, 4.19483, -0.356173, 4.35165, 4.19604, -2.9078, -3.14633, -1.75358, 4.82915, -4.18554, 4.87379, -1.38676, 3.89704, 1.44512, 0.865611, 1.95446, 3.94412, -2.18771, -3.23912, -3.41873, 5.59965, 2.04254, 2.55141, -3.41552, 2.29172, 3.12833, 1.96073, 4.58607, 6.41267, -1.42242, -1.37214, -3.09345, -4.81584, 2.69161, 6.31169, -4.44044, 0.255021
3829,6.53072, -3.32542, 4.19549, -0.356539, 4.35188, 4.19605, -2.90781, -3.14628, -1.75334, 4.82956, -4.18615, 4.8744, -1.38736, 3.8977, 1.44477, 0.865349, 1.95466, 3.94427, -2.18735, -3.23934, -3.41906, 5.60089, 2.0438, 2.55251, -3.41678, 2.29169, 3.12832, 1.96071, 4.58739, 6.41381, -1.42075, -1.372, -3.09342, -4.81785, 2.6925, 6.31312, -4.4408, 0.25502
3839,6.53091, -3.32606, 4.19614, -0.356904, 4.3521, 4.19607, -2.90782, -3.14623, -1.75309, 4.82996, -4.18675, 4.875, -1.38796, 3.89835, 1.44441, 0.865087, 1.95486, 3.94443, -2.187, -3.23956, -3.4194, 5.60213, 2.04506, 2.55361, -3.41804, 2.29165, 3.12831, 1.96069, 4.5887, 6.41495, -1.41907, -1.37186, -3.0934, -4.81986, 2.69338, 6.31455, -4.44116, 0.255019
3849,6.5311, -3.3267, 4.19679, -0.357269, 4.35232, 4.19608, -2.90783, -3.14618, -1.75285, 4.83037, -4.18736, 4.8756, -1.38856, 3.89901, 1.44405, 0.864826, 1.95505, 3.94458, -2.18665, -3.23978, -3.41973, 5.60336, 2.04631, 2.5547, -3.41929, 2.29162, 3.12829, 1.96067, 4.59002, 6.41608, -1.41741, -1.37173, -3.09337, -4.82186, 2.69426, 6.31597, -4.44152, 0.255018
3859,6.5313, -3.32734, 4.19744, -0.357633, 4.35255, 4.1961, -2.90784, -3.14613, -1.75261, 4.83077, -4.18796, 4.87619, -1.38916, 3.89966, 1.4437, 0.864564, 1.95525, 3.94473, -2.1863, -3.24, -3.42006, 5.60459, 2.04757, 2.55579, -3.42054, 2.29158, 3.12828, 1.96066, 4.59132, 6.41721, -1.41574, -1.37159, -3.09334, -4.82385, 2.69514, 6.31738, -4.44187, 0.255017
3869,6.53149, -3.32798, 4.19809, -0.357996, 4.35277, 4.19612, -2.90785, -3.14608, -1.75237, 4.83117, -4.18856, 4.87679, -1.38976, 3.90031, 1.44334, 0.864303, 1.95544, 3.94489, -2.18595, -3.24021, -3.42039, 5.60582, 2.04881, 2.55687, -3.42179, 2.29155, 3.12827, 1.96064, 4.59263, 6.41834, -1.41409, -1.37144, -3.09331, -4.82584, 2.69602, 6.31879, -4.44222, 0.255016
3879,6.53167, -3.32861, 4.19873, -0.358359, 4.35299, 4.19613, -2.90787, -3.14603, -1.75213, 4.83158, -4.18916, 4.87738, -1.39035, 3.90096, 1.44299, 0.864042, 1.95564, 3.94504, -2.18561, -3.24043, -3.42071, 5.60705, 2.05006, 2.55795, -3.42303, 2.29151, 3.12825, 1.96062, 4.59393, 6.41946, -1.41243, -1.3713, -3.09328, -4.82782, 2.69689, 6.3202, -4.44257, 0.255015
3889,6.53186, -3.32924, 4.19937, -0.358722, 4.35321, 4.19615, -2.90788, -3.14598, -1.75189, 4.83197, -4.18976, 4.87798, -1.39095, 3.90161, 1.44263, 0.863782, 1.95583, 3.94519, -2.18526, -3.24065, -3.42104, 5.60827, 2.0513, 2.55903, -3.42427, 2.29148, 3.12824, 1.96061, 4.59522, 6.42057, -1.41079, -1.37116, -3.09325, -4.8298, 2.69776, 6.3216, -4.44292, 0.255014
3899,6.53205, -3.32987, 4.20001, -0.359083, 4.35343, 4.19616, -2.90789, -3.14594, -1.75165, 4.83237, -4.19035, 4.87857, -1.39154, 3.90225, 1.44228, 0.863522, 1.95603, 3.94534, -2.18491, -3.24086, -3.42136, 5.60949, 2.05254, 2.56011, -3.42551, 2.29144, 3.12823, 1.96059, 4.59651, 6.42169, -1.40914, -1.37102, -3.09322, -4.83177, 2.69863, 6.32299, -4.44326, 0.255014
3909,6.53224, -3.3305, 4.20065, -0.359445, 4.35365, 4.19618, -2.9079, -3.14589, -1.75141, 4.83277, -4.19095, 4.87915, -1.39213, 3.90289, 1.44193, 0.863262, 1.95622, 3.94549, -2.18457, -3.24108, -3.42169, 5.61071, 2.05377, 2.56118, -3.42674, 2.29141, 3.12821, 1.96058, 4.5978, 6.4228, -1.4075, -1.37088, -3.09318, -4.83373, 2.6995, 6.32438, -4.4436, 0.255013
3919,6.53242, -3.33112, 4.20129, -0.359806, 4.35387, 4.19619, -2.90791, -3.14584, -1.75117, 4.83316, -4.19154, 4.87974, -1.39272, 3.90353, 1.44158, 0.863002, 1.95641, 3.94564, -2.18423, -3.24129, -3.42201, 5.61192, 2.055, 2.56224, -3.42797, 2.29137, 3.1282, 1.96057, 4.59908, 6.4239, -1.40587, -1.37074, -3.09315, -4.83569, 2.70036, 6.32576, -4.44394, 0.255012
3929,6.53261, -3.33174, 4.20192, -0.360166, 4.35409, 4.1962, -2.90792, -3.14579, -1.75093, 4.83356, -4.19213, 4.88032, -1.39331, 3.90417, 1.44123, 0.862743, 1.9566, 3.94578, -2.18388, -3.2415, -3.42233, 5.61313, 2.05622, 2.56331, -3.4292, 2.29134, 3.12818, 1.96055, 4.60036, 6.425, -1.40424, -1.3706, -3.09312, -4.83764, 2.70122, 6.32714, -4.44428, 0.255011
3939,6.53279, -3.33236, 4.20255, -0.360526, 4.35431, 4.19622, -2.90793, -3.14574, -1.75069, 4.83395, -4.19272, 4.88091, -1.3939, 3.90481, 1.44088, 0.862484, 1.95679, 3.94593, -2.18354, -3.24171, -3.42265, 5.61434, 2.05745, 2.56437, -3.43042, 2.2913, 3.12817, 1.96054, 4.60164, 6.4261, -1.40262, -1.37045, -3.09309, -4.83959, 2.70207, 6.32851, -4.44461, 0.25501
3949,6.53298, -3.33298, 4.20318, -0.360886, 4.35453, 4.19623, -2.90794, -3.14569, -1.75045, 4.83434, -4.19331, 4.88149, -1.39448, 3.90544, 1.44053, 0.862225, 1.95698, 3.94608, -2.1832, -3.24193, -3.42297, 5.61554, 2.05866, 2.56543, -3.43164, 2.29127, 3.12816, 1.96053, 4.60291, 6.4272, -1.401, -1.37031, -3.09305, -4.84153, 2.70293, 6.32988, -4.44495, 0.255009
3959,6.53316, -3.3336, 4.20381, -0.361245, 4.35475, 4.19625, -2.90795, -3.14564, -1.75021, 4.83473, -4.19389, 4.88207, -1.39507, 3.90607, 1.44018, 0.861966, 1.95716, 3.94622, -2.18286, -3.24214, -3.42329, 5.61674, 2.05988, 2.56649, -3.43286, 2.29123, 3.12814, 1.96052, 4.60418, 6.42829, -1.39939, -1.37017, -3.09302, -4.84347, 2.70378, 6.33125, -4.44528, 0.255009
3969,6.53334, -3.33421, 4.20444, -0.361603, 4.35497, 4.19626, -2.90796, -3.14559, -1.74998, 4.83511, -4.19447, 4.88264, -1.39565, 3.9067, 1.43983, 0.861708, 1.95735, 3.94637, -2.18252, -3.24235, -3.42361, 5.61794, 2.06109, 2.56754, -3.43407, 2.2912, 3.12813, 1.96051, 4.60544, 6.42938, -1.39778, -1.37002, -3.09298, -4.8454, 2.70463, 6.33261, -4.4456, 0.255008
3979,6.53352, -3.33483, 4.20507, -0.361961, 4.35518, 4.19628, -2.90797, -3.14555, -1.74974, 4.8355, -4.19506, 4.88322, -1.39623, 3.90733, 1.43948, 0.86145, 1.95754, 3.94651, -2.18219, -3.24256, -3.42392, 5.61914, 2.0623, 2.56859, -3.43528, 2.29116, 3.12811, 1.96049, 4.6067, 6.43046, -1.39618, -1.36988, -3.09295, -4.84733, 2.70547, 6.33396, -4.44593, 0.255007
3989,6.5337, -3.33544, 4.20569, -0.362319, 4.3554, 4.19629, -2.90798, -3.1455, -1.7495, 4.83588, -4.19564, 4.88379, -1.39681, 3.90796, 1.43914, 0.861193, 1.95772, 3.94665, -2.18185, -3.24277, -3.42424, 5.62033, 2.0635, 2.56963, -3.43649, 2.29113, 3.1281, 1.96048, 4.60796, 6.43154, -1.39458, -1.36973, -3.09291, -4.84925, 2.70631, 6.33531, -4.44625, 0.255006
3999,6.53388, -3.33604, 4.20631, -0.362676, 4.35561, 4.1963, -2.90799, -3.14545, -1.74927, 4.83627, -4.19622, 4.88436, -1.39739, 3.90858, 1.43879, 0.860936, 1.95791, 3.9468, -2.18152, -3.24297, -3.42455, 5.62152, 2.0647, 2.57068, -3.43769, 2.2911, 3.12809, 1.96048, 4.60921, 6.43262, -1.39298, -1.36959, -3.09288, -4.85116, 2.70715, 6.33665, -4.44657, 0.255005
4009,6.53406, -3.33665, 4.20693, -0.363032, 4.35583, 4.19632, -2.90801, -3.1454, -1.74903, 4.83665, -4.19679, 4.88493, -1.39797, 3.90921, 1.43845, 0.860679, 1.95809, 3.94694, -2.18118, -3.24318, -3.42486, 5.6227, 2.0659, 2.57172, -3.43889, 2.29106, 3.12807, 1.96047, 4.61046, 6.43369, -1.39139, -1.36944, -3.09284, -4.85307, 2.70799, 6.33799, -4.44689, 0.255005
4019,6.53424, -3.33726, 4.20755, -0.363388, 4.35604, 4.19633, -2.90802, -3.14535, -1.7488, 4.83703, -4.19737, 4.8855, -1.39854, 3.90983, 1.4381, 0.860422, 1.95827, 3.94708, -2.18085, -3.24339, -3.42517, 5.62389, 2.06709, 2.57275, -3.44009, 2.29103, 3.12806, 1.96046, 4.6117, 6.43476, -1.38981, -1.3693, -3.0928, -4.85497, 2.70882, 6.33933, -4.44721, 0.255004
