step,weight:l:0:0:0, weight:l:0:1:0, weight:l:0:2:0, weight:l:0:3:0, bias:l:0:0, error
0.271936,0.326757,-0.0441854,0.19798
0.429002,0.257122,-0.113569,0.234655
0.532706,0.124272,-0.187394,0.263264
0.553418,-0.0483198,-0.203602,0.270803
0.484912,-0.20216,-0.144914,0.249236
0.350318,-0.295351,-0.0662067,0.197851
0.182647,-0.331377,-0.0154035,0.123374
0.0056509,-0.334661,0.00796327,0.038018
-0.167812,-0.318356,0.0289735,-0.0437584
-0.326161,-0.274496,0.0703867,-0.108727
-0.450116,-0.185354,0.131561,-0.147622
-0.513966,-0.0496295,0.175915,-0.156554
-0.500118,0.100177,0.163464,-0.136995
-0.41353,0.218762,0.105183,-0.0947178
-0.277849,0.285853,0.0468061,-0.0382237
-0.118449,0.312009,0.0124492,0.0228084
0.0479574,0.314622,-0.00653074,0.0787748
0.210823,0.297682,-0.0318406,0.121097
0.357097,0.248595,-0.0793659,0.143052
0.46532,0.151855,-0.139792,0.140663
0.510389,0.0137055,-0.173179,0.113643
0.479042,-0.12882,-0.149704,0.0661491
0.380541,-0.235137,-0.0911537,0.00690069
0.238921,-0.292986,-0.0398988,-0.0517401
0.0769235,-0.315532,-0.0111751,-0.0958941
-0.0910003,-0.316743,0.00842804,-0.113218
-0.253944,-0.294718,0.0414721,-0.0961793
-0.395555,-0.232324,0.0998758,-0.0445692
-0.490164,-0.116214,0.163165,0.033644
-0.511921,0.0369576,0.183836,0.123636
-0.452563,0.181714,0.1441,0.207057
-0.327684,0.281483,0.0819225,0.266525
-0.163205,0.334073,0.0372161,0.290012
0.0201377,0.355646,0.0116556,0.273753
0.208391,0.351646,-0.0207164,0.222783
0.384311,0.303961,-0.087308,0.148915
0.517484,0.18619,-0.179497,0.0668853
0.570051,0.00509944,-0.230755,-0.0100627
0.522047,-0.1807,-0.190165,-0.073623
0.38891,-0.310034,-0.102831,-0.121779
0.206004,-0.372281,-0.0381892,-0.157694
0.00267175,-0.392212,-0.00696468,-0.186711
-0.203881,-0.384403,0.0246591,-0.212737
-0.395974,-0.331951,0.0941681,-0.235544
-0.54162,-0.204003,0.19569,-0.250184
-0.599518,-0.00687023,0.250904,-0.248855
-0.548614,0.191799,0.19917,-0.224596
-0.408663,0.322521,0.0969711,-0.175337
-0.221065,0.376518,0.0253599,-0.106592
-0.0184737,0.385199,-0.00569757,-0.0314495
0.181846,0.36866,-0.0317697,0.0325142
0.364962,0.31564,-0.0883427,0.068604
0.504613,0.200042,-0.173539,0.0668672
0.56575,0.0233927,-0.22665,0.0282961
0.527831,-0.161878,-0.193071,-0.0343769
0.403733,-0.295103,-0.10874,-0.0999407
0.227477,-0.36181,-0.0423847,-0.145232
0.0288235,-0.384757,-0.00960198,-0.152878
-0.174555,-0.380138,0.0200698,-0.117609
-0.365886,-0.334129,0.0841579,-0.0487998
-0.515202,-0.216058,0.183327,0.0319273
-0.581629,-0.0256865,0.247949,0.0975036
-0.540224,0.176842,0.210869,0.124522
-0.405011,0.320385,0.114322,0.101589
-0.214772,0.388111,0.0391033,0.0339631
-0.00346073,0.405422,0.000118595,-0.0573536
0.207881,0.388178,-0.0391849,-0.142032
0.398094,0.320138,-0.114958,-0.190394
0.533023,0.176006,-0.211563,-0.183667
0.573853,-0.0269663,-0.24826,-0.120946
0.506691,-0.217536,-0.183466,-0.0203255
0.356597,-0.335521,-0.0838206,0.086454
0.16477,-0.380318,-0.0176648,0.164295
-0.0378333,-0.381066,0.01597,0.186607
-0.232759,-0.350857,0.0524663,0.144744
-0.401053,-0.276278,0.116489,0.0516981
-0.514396,-0.141941,0.187842,-0.0614629
-0.544165,0.0320735,0.206379,-0.155427
-0.483402,0.189502,0.150267,-0.195657
-0.354292,0.287186,0.0710278,-0.164283
-0.18992,0.326865,0.0188687,-0.0668302
-0.0144387,0.333555,-0.00371574,0.0686115
0.159683,0.322433,-0.0214806,0.199729
0.32215,0.286391,-0.0601722,0.283228
0.454502,0.2047,-0.124893,0.288719
0.52922,0.069648,-0.181061,0.208687
0.523865,-0.0897508,-0.180049,0.0612517
0.4387,-0.224222,-0.124589,-0.115269
0.295737,-0.307678,-0.0644774,-0.274214
0.120685,-0.349366,-0.0299654,-0.375036
-0.0694777,-0.366948,-0.0098632,-0.395624
-0.262799,-0.35859,0.028801,-0.338547
-0.439187,-0.296294,0.11232,-0.229247
-0.561697,-0.152069,0.214418,-0.106949
-0.589456,0.0519985,0.247884,-0.0113813
-0.50952,0.240112,0.178276,0.0302057
-0.348546,0.354391,0.0806155,0.0114839
-0.147084,0.398652,0.0196577,-0.051743
0.0657147,0.401364,-0.0135146,-0.127748
0.271127,0.368675,-0.0605378,-0.180227
0.445368,0.277947,-0.145005,-0.180831
0.552044,0.113355,-0.227869,-0.118634
0.558666,-0.0885534,-0.229543,-0.00342861
0.464815,-0.254047,-0.145374,0.138078
0.303731,-0.341665,-0.0531174,0.271685
0.114914,-0.364506,0.00137306,0.367359
-0.0751141,-0.349745,0.0320641,0.409108
-0.249665,-0.305006,0.0692906,0.399741
-0.390463,-0.219403,0.124638,0.359015
-0.473606,-0.0879349,0.173197,0.315991
-0.479591,0.0654618,0.174315,0.29834
-0.408024,0.198172,0.126333,0.322349
-0.278129,0.284868,0.0700711,0.387034
-0.113858,0.33135,0.0352289,0.474266
0.0680453,0.353806,0.0156435,0.554769
0.256164,0.352801,-0.0179193,0.597811
0.432622,0.303468,-0.0938395,0.581274
0.5632,0.175337,-0.196434,0.498729
0.606335,-0.0192345,-0.244357,0.361276
0.543503,-0.210153,-0.188158,0.193752
0.395977,-0.333647,-0.0916112,0.0268015
0.203034,-0.386955,-0.0291567,-0.112375
-0.00636448,-0.401269,-0.00326874,-0.207468
-0.21697,-0.390922,0.0267097,-0.256349
-0.4117,-0.334767,0.100505,-0.269406
-0.5569,-0.198644,0.207874,-0.263858
-0.609304,0.00820633,0.260734,-0.256359
-0.548917,0.211108,0.198927,-0.256646
-0.399342,0.338609,0.0899179,-0.264519
-0.20503,0.385552,0.0164286,-0.271118
5.57e-05,0.38523,-0.0171579,-0.263871
0.197343,0.356457,-0.048024,-0.233146
0.370147,0.288711,-0.105453,-0.178018
0.492578,0.163753,-0.177629,-0.108878
0.535335,-0.00650352,-0.208078,-0.0457175
0.486757,-0.170765,-0.164048,-0.0124492
0.364151,-0.281675,-0.0872123,-0.0290184
0.19918,-0.334143,-0.0316503,-0.103906
0.0171053,-0.350767,-0.00600987,-0.229565
-0.168186,-0.347089,0.0143404,-0.382477
-0.344839,-0.314414,0.0596808,-0.528088
-0.491096,-0.227324,0.137619,-0.629382
-0.574024,-0.0766041,0.203829,-0.656729
-0.567637,0.0994698,0.195056,-0.596209
-0.475383,0.238382,0.119644,-0.454063
-0.327228,0.310993,0.0448521,-0.255983
-0.155289,0.333737,0.00667384,-0.0413858
0.0216862,0.33367,-0.0068289,0.145831
0.195144,0.319811,-0.0245681,0.267675
0.354947,0.277893,-0.0703941,0.300933
0.479914,0.184299,-0.141639,0.24241
0.540292,0.0364928,-0.193207,0.109306
0.515641,-0.127568,-0.178463,-0.0651898
0.41147,-0.257117,-0.115021,-0.23991
0.25315,-0.333246,-0.0574451,-0.375296
0.0658782,-0.370662,-0.0273192,-0.442283
-0.134638,-0.384268,-0.00350738,-0.428419
-0.334258,-0.362493,0.0528431,-0.339887
-0.505307,-0.268805,0.159397,-0.1991
-0.602605,-0.0847823,0.257497,-0.0385423
-0.587945,0.139074,0.249638,0.107558
-0.46388,0.315559,0.150175,0.211681
-0.268967,0.408463,0.0602954,0.259511
-0.042255,0.442741,0.0173591,0.252871
0.193086,0.442093,-0.0188237,0.208404
0.41569,0.387102,-0.105756,0.152324
0.585063,0.233439,-0.24236,0.112667
0.646472,-0.0114851,-0.3125,0.111105
0.573829,-0.251237,-0.230644,0.156605
0.397758,-0.394676,-0.0943079,0.242731
0.173584,-0.440906,-0.0104233,0.349455
-0.0588923,-0.432574,0.0292988,0.449012
-0.276814,-0.384192,0.0803063,0.514188
-0.454283,-0.27396,0.169417,0.52662
-0.553466,-0.0895868,0.248273,0.482578
-0.543857,0.124099,0.235821,0.394408
-0.430318,0.291891,0.144302,0.287042
-0.248965,0.381446,0.0585817,0.190506
-0.0371421,0.413055,0.0130269,0.130635
0.18151,0.408693,-0.0229123,0.120855
0.386694,0.356869,-0.0944905,0.157666
0.544889,0.225513,-0.203091,0.221382
0.611831,0.0184288,-0.266044,0.282066
0.563719,-0.192392,-0.211559,0.308965
0.421322,-0.329737,-0.0995903,0.280549
0.229781,-0.383293,-0.021739,0.191989
0.0244828,-0.388609,0.00970145,0.0576195
-0.176982,-0.370108,0.0322098,-0.092568
-0.361193,-0.319147,0.0832417,-0.221474
-0.504174,-0.209679,0.16475,-0.295957
-0.572262,-0.0396681,0.220399,-0.297054
-0.543965,0.142596,0.192511,-0.226165
-0.43007,0.276026,0.109765,-0.105269
-0.263815,0.342767,0.0414362,0.0290034
-0.0753925,0.365218,0.00942762,0.135695
0.118356,0.364662,-0.0106925,0.181175
0.305235,0.335683,-0.0549566,0.148672
0.463391,0.250212,-0.138674,0.0429335
0.557001,0.0919004,-0.219971,-0.111278
0.553896,-0.104318,-0.224552,-0.276246
0.451993,-0.270408,-0.151715,-0.41173
0.279565,-0.370504,-0.0750458,-0.485692
0.0693604,-0.418493,-0.0336693,-0.482307
-0.157267,-0.433953,-0.00135644,-0.405222
-0.381021,-0.400996,0.0760158,-0.27552
-0.564484,-0.272458,0.215184,-0.125366
-0.650408,-0.0375752,0.316929,0.0105666
-0.600341,0.219316,0.265046,0.103403
-0.433075,0.393381,0.129289,0.136016
-0.202032,0.467019,0.0375325,0.105455
0.0505015,0.48218,-0.00318357,0.0218001
0.300097,0.45316,-0.0625609,-0.0956192
0.515046,0.340839,-0.191897,-0.223239
0.640188,0.113036,-0.324177,-0.338093
0.625286,-0.167517,-0.311403,-0.421479
0.474651,-0.382162,-0.174866,-0.461086
0.240294,-0.488139,-0.0652153,-0.451711
-0.0294047,-0.525111,-0.0185447,-0.394984
-0.306485,-0.513649,0.0445112,-0.298503
-0.555152,-0.403192,0.205722,-0.1746
-0.70604,-0.140506,0.38938,-0.038757
-0.690696,0.196194,0.373396,0.0924205
-0.514316,0.443498,0.18686,0.203591
-0.246661,0.549101,0.0523742,0.283156
0.0522946,0.574845,0.00594785,0.325272
0.35194,0.547767,-0.0672907,0.330786
0.610808,0.402891,-0.260916,0.306654
0.748508,0.090642,-0.446467,0.263853
0.69811,-0.27014,-0.370865,0.21431
0.4861,-0.498881,-0.147331,0.167772
0.197898,-0.572358,-0.0191324,0.12968
-0.105809,-0.569962,0.0245628,0.100752
-0.39466,-0.509753,0.111839,0.0784337
-0.623629,-0.328951,0.297758,0.0595724
-0.718554,-0.0121057,0.420036,0.043202
-0.635747,0.308621,0.306553,0.0321455
-0.415953,0.494473,0.114486,0.032572
-0.135288,0.552907,0.0178959,0.0514273
0.158036,0.550497,-0.0233573,0.0925802
0.43577,0.485076,-0.124852,0.153202
0.648382,0.291249,-0.31425,0.222036
0.721678,-0.027935,-0.408846,0.280686
0.622091,-0.328679,-0.27247,0.308019
0.399198,-0.486991,-0.0861798,0.286576
0.128353,-0.524652,0.000863969,0.208932
-0.146174,-0.508649,0.0353846,0.0817318
-0.400774,-0.442825,0.11374,-0.0743405
-0.597036,-0.278078,0.259487,-0.229111
-0.676846,-0.0112022,0.345105,-0.350892
-0.609268,0.253484,0.254528,-0.415498
-0.428061,0.408785,0.097298,-0.413386
-0.196322,0.454282,0.00577099,-0.352455
0.042652,0.444739,-0.0273904,-0.25539
0.268343,0.403105,-0.0669315,-0.15228
0.459186,0.30611,-0.152804,-0.0708556
0.578048,0.12961,-0.247045,-0.0276354
0.588377,-0.0915677,-0.254021,-0.023012
0.487755,-0.275632,-0.162968,-0.0420262
0.311528,-0.37664,-0.0658569,-0.0606136
0.100988,-0.412179,-0.014657,-0.0551595
-0.118041,-0.411864,0.0153712,-0.0119772
-0.327722,-0.372714,0.0733216,0.0667307
-0.499587,-0.262034,0.177416,0.162688
-0.589989,-0.0671581,0.264066,0.247373
-0.565513,0.156623,0.242899,0.291918
-0.433957,0.325937,0.140675,0.27764
-0.235512,0.411927,0.0541259,0.203401
-0.00850394,0.440221,0.0099724,0.0870431
0.223085,0.429106,-0.0351526,-0.0397974
0.434347,0.355934,-0.130615,-0.141867
0.582337,0.185433,-0.255645,-0.191978
0.617647,-0.057687,-0.295128,-0.18011
0.525504,-0.277138,-0.202025,-0.116665
0.341156,-0.402472,-0.0819105,-0.0286274
0.114448,-0.44516,-0.0147965,0.0501015
-0.121529,-0.442002,0.0219501,0.090838
-0.345096,-0.394122,0.0865181,0.0804063
-0.524574,-0.268242,0.198654,0.0258806
-0.613566,-0.0561095,0.281923,-0.0480034
-0.580589,0.174876,0.241361,-0.107936
-0.441006,0.335647,0.122859,-0.124435
-0.2418,0.404695,0.0335632,-0.0831216
-0.0229036,0.417738,-0.00401189,0.00924648
0.194826,0.401609,-0.0325274,0.126288
0.394477,0.343891,-0.0982299,0.230705
0.545506,0.212458,-0.199525,0.287238
0.60682,0.0110286,-0.256803,0.275324
0.556724,-0.192929,-0.205254,0.19695
0.414835,-0.328561,-0.102012,0.0768185
0.222804,-0.38737,-0.0312171,-0.0454539
0.0129669,-0.402017,-0.00196518,-0.128475
-0.197846,-0.391172,0.0265329,-0.143124
-0.393047,-0.336868,0.0964912,-0.0826273
-0.540358,-0.204645,0.203053,0.034811
-0.596475,0.00126963,0.263434,0.171782
-0.538239,0.211588,0.213032,0.283867
-0.384498,0.355049,0.111971,0.334084
-0.17599,0.423479,0.0430537,0.30467
0.0552093,0.445775,0.00745695,0.202278
0.288326,0.427777,-0.0482335,0.0549793
0.494042,0.332888,-0.166729,-0.0976452
0.621172,0.129112,-0.294916,-0.217707
0.620278,-0.133114,-0.299141,-0.280851
0.489479,-0.34383,-0.178225,-0.282736
0.274818,-0.451582,-0.0658829,-0.2382
0.0247213,-0.486709,-0.0136924,-0.173857
-0.232195,-0.478193,0.0329833,-0.117226
-0.46864,-0.399672,0.144901,-0.086585
-0.634074,-0.203228,0.300131,-0.0853298
-0.66828,0.0799018,0.341283,-0.102727
-0.556298,0.32489,0.213724,-0.120425
-0.345769,0.450347,0.0704956,-0.121847
-0.0964046,0.482988,0.00344653,-0.10049
0.157091,0.470744,-0.0311829,-0.0636246
0.392731,0.409217,-0.108201,-0.0297391
0.57353,0.255111,-0.24092,-0.0206239
0.646077,0.00772348,-0.319523,-0.0512027
0.581214,-0.242412,-0.247142,-0.121299
0.405706,-0.401864,-0.114089,-0.212943
0.172708,-0.467855,-0.0354101,-0.294833
-0.0804366,-0.484912,-0.00323537,-0.332771
-0.332823,-0.460699,0.058088,-0.302516
-0.551674,-0.34592,0.201938,-0.200248
-0.676214,-0.10389,0.346368,-0.0464654
-0.652178,0.191258,0.322274,0.1187
-0.487859,0.407515,0.167647,0.24767
-0.242111,0.505255,0.0537738,0.301192
0.0341568,0.533199,0.00953322,0.262242
0.313337,0.513359,-0.0544782,0.14298
0.559323,0.392974,-0.21825,-0.0180627
0.702436,0.122359,-0.394809,-0.168024
0.677195,-0.213653,-0.366408,-0.257126
0.493268,-0.454492,-0.179197,-0.25555
0.221303,-0.55495,-0.0483868,-0.163837
-0.0793222,-0.574381,0.00436879,-0.0129771
-0.374927,-0.530321,0.0954432,0.146118
-0.617558,-0.358089,0.294738,0.260343
-0.726549,-0.0322964,0.443329,0.293254
-0.648507,0.311678,0.335928,0.238404
-0.421395,0.516915,0.129023,0.122318
-0.126345,0.583224,0.0211944,-0.0042437
0.182878,0.578622,-0.0316179,-0.0839909
0.471567,0.494626,-0.158669,-0.0738002
0.67984,0.262451,-0.367311,0.0387839
0.728126,-0.0888111,-0.428455,0.229154
0.595395,-0.386318,-0.245531,0.441921
0.34875,-0.518354,-0.0535909,0.608112
0.0684891,-0.529733,0.0278129,0.667741
-0.201673,-0.485605,0.0721555,0.59024
-0.434648,-0.382457,0.161522,0.385815
-0.590169,-0.188752,0.277307,0.103737
-0.623707,0.0648071,0.297116,-0.182095
-0.528834,0.277517,0.184765,-0.395736
-0.348912,0.384217,0.0569568,-0.482598
-0.137631,0.405159,-0.00951077,-0.426076
0.0723881,0.385451,-0.0351399,-0.252048
0.265631,0.341001,-0.0655586,-0.0199046
0.426097,0.257367,-0.123908,0.196777
0.528449,0.120667,-0.185779,0.33351
0.548186,-0.0473517,-0.194857,0.354516
0.482075,-0.194367,-0.138199,0.262477
0.352618,-0.284754,-0.0665674,0.0956149
0.189927,-0.324158,-0.0226993,-0.0864907
0.014619,-0.3363,-0.00480866,-0.223288
-0.162897,-0.332435,0.0135654,-0.272941
-0.331885,-0.299898,0.0601472,-0.224943
-0.470281,-0.211964,0.139059,-0.101894
-0.544759,-0.0600155,0.205173,0.0495864
-0.529106,0.118275,0.198735,0.175228
-0.425575,0.263118,0.129395,0.230994
-0.261692,0.346472,0.0594417,0.196521
-0.0678709,0.380482,0.017608,0.0800102
0.13476,0.380919,-0.0166193,-0.0864159
0.327482,0.338929,-0.0785056,-0.258643
0.480964,0.227589,-0.173729,-0.395223
0.555402,0.0438423,-0.242541,-0.46968
0.52393,-0.159186,-0.217408,-0.476546
0.395899,-0.312061,-0.12892,-0.429767
0.20653,-0.393381,-0.0553077,-0.354834
-0.011324,-0.424851,-0.015988,-0.278086
-0.23628,-0.41956,0.0279782,-0.21735
-0.444235,-0.353094,0.122595,-0.177139
-0.592527,-0.189281,0.248514,-0.149714
-0.631233,0.0492626,0.291893,-0.120949
-0.544072,0.267149,0.201714,-0.0781921
-0.365047,0.392386,0.0820031,-0.0167882
-0.143469,0.436189,0.01723,0.0573528
0.0890009,0.438964,-0.0109396,0.129984
0.314603,0.406886,-0.0617356,0.184413
0.506952,0.304793,-0.169548,0.208464
0.620206,0.107816,-0.276693,0.199561
0.613303,-0.132655,-0.26808,0.165796
0.489499,-0.318775,-0.153565,0.122574
0.293173,-0.408549,-0.0498102,0.0862124
0.0692567,-0.431338,-0.0018171,0.0671873
-0.156844,-0.419335,0.0290071,0.0658783
-0.366676,-0.364644,0.0948944,0.0726923
-0.529015,-0.233655,0.20185,0.0726799
-0.600175,-0.0255302,0.269646,0.0528989
-0.554493,0.191223,0.221396,0.00955672
-0.410309,0.337873,0.11083,-0.0481179
-0.212071,0.400064,0.0300598,-0.0991962
0.00350858,0.409724,-0.00817248,-0.117554
0.215433,0.386536,-0.0443579,-0.0815094
0.403983,0.316275,-0.114815,0.0168127
0.537481,0.175553,-0.203985,0.165922
0.580259,-0.0183652,-0.235326,0.335612
0.520724,-0.197175,-0.169757,0.484106
0.384631,-0.302858,-0.0696631,0.569693
0.213512,-0.334402,-0.00179623,0.563227
0.0386048,-0.322762,0.0281632,0.457412
-0.124238,-0.290819,0.0442015,0.269753
-0.265991,-0.242124,0.0661179,0.0381471
-0.376186,-0.170141,0.0969546,-0.189526
-0.441652,-0.0739491,0.120962,-0.368506
-0.452773,0.0314077,0.117717,-0.468807
-0.411164,0.121296,0.0859211,-0.481906
-0.330139,0.179182,0.0452156,-0.420675
-0.227251,0.205433,0.0142548,-0.313059
-0.116606,0.210594,-0.00256451,-0.192039
-0.00650456,0.204622,-0.0109649,-0.0854221
0.0985119,0.191423,-0.0189366,-0.00881734
0.194282,0.168874,-0.0321452,0.0362588
0.274586,0.13206,-0.051256,0.0591465
0.330958,0.0783434,-0.0704359,0.0735145
0.355211,0.0120021,-0.0798567,0.0903963
0.34343,-0.0555946,-0.0732798,0.113541
0.298445,-0.11169,-0.0538014,0.138685
0.228637,-0.148941,-0.0305889,0.156653
0.144262,-0.167327,-0.0110625,0.158635
0.0542832,-0.170967,0.00281548,0.141146
-0.0346605,-0.163943,0.0130981,0.108387
-0.117524,-0.148035,0.0229404,0.0708882
-0.189562,-0.122771,0.0342936,0.040915
-0.245527,-0.0871218,0.0464678,0.0265874
-0.280004,-0.0418754,0.0560355,0.0273009
-0.288852,0.00881372,0.0587978,0.0326576
-0.270929,0.0581079,0.0528758,0.0257766
-0.228859,0.0991284,0.0400536,-0.00991503
-0.168345,0.127402,0.0239979,-0.0828392
-0.0966615,0.141308,0.00750629,-0.187464
-0.0214359,0.140874,-0.00849052,-0.303137
0.0498746,0.12659,-0.0238675,-0.398599
0.110169,0.0994461,-0.0376264,-0.44118
0.153228,0.0620198,-0.0471609,-0.407831
0.174846,0.0194323,-0.0493186,-0.294224
0.174131,-0.0211596,-0.0426404,-0.118576
0.154068,-0.0526837,-0.0287757,0.0816012
0.12082,-0.0705663,-0.0117362,0.259234
0.0819985,-0.0739506,0.00406884,0.37112
0.0447199,-0.0653997,0.0153029,0.390868
0.0140932,-0.0497203,0.0202182,0.317154
-0.00759277,-0.0325223,0.018743,0.174507
-0.0209068,-0.0187682,0.0124161,0.00618904
-0.0285876,-0.0115222,0.00399929,-0.138713
-0.0343162,-0.0112226,-0.00332048,-0.219941
-0.0413044,-0.0157377,-0.00690825,-0.217895
-0.0511274,-0.0212068,-0.00548181,-0.138958
-0.0631531,-0.0233963,0.000521839,-0.0127169
-0.0747345,-0.0191471,0.0091043,0.117856
-0.0820936,-0.00747716,0.0173333,0.210033
-0.0816159,0.0100134,0.0222905,0.234365
-0.0711362,0.0295923,0.0220644,0.183055
-0.0507815,0.0465607,0.0163768,0.0712135
-0.0231045,0.0566793,0.0065462,-0.0690852
0.00748834,0.0573244,-0.0050848,-0.199699
0.0357738,0.048077,-0.0158645,-0.288533
0.0569007,0.0307155,-0.0234669,-0.318907
0.0674319,0.00867775,-0.0264584,-0.293277
0.0659806,-0.0139103,-0.0247136,-0.230419
0.05327,-0.0333863,-0.019408,-0.157363
0.031627,-0.0474549,-0.0124637,-0.0990508
0.00415028,-0.0554813,-0.00571961,-0.0693422
-0.0260963,-0.0581206,-0.000259648,-0.0663756
-0.0565691,-0.0565365,0.00384836,-0.0737611
-0.0852899,-0.0515769,0.00738735,-0.0670741
-0.110517,-0.043236,0.0115086,-0.0233683
-0.130257,-0.030611,0.0170926,0.0695319
-0.141903,-0.0123927,0.0241797,0.20708
-0.142224,0.0122925,0.0317434,0.367408
-0.127829,0.0430734,0.0379891,0.516372
-0.0959501,0.077953,0.0410287,0.616765
-0.0452831,0.113449,0.0393849,0.638966
0.0233054,0.144864,0.0317837,0.569873
0.106128,0.166149,0.0164383,0.417531
0.195854,0.169512,-0.00882029,0.210112
0.280713,0.146333,-0.0436902,-0.0104624
0.345036,0.0915646,-0.0803848,-0.198539
0.372902,0.0104528,-0.103369,-0.315717
0.354513,-0.0796092,-0.100661,-0.339992
0.290839,-0.157612,-0.076049,-0.270797
0.19223,-0.210682,-0.0441785,-0.128827
0.0727642,-0.236936,-0.0153024,0.0491589
-0.0540505,-0.238871,0.0109206,0.219148
-0.175541,-0.216373,0.0400495,0.340076
-0.278004,-0.166267,0.073463,0.383012
-0.346573,-0.0889284,0.101743,0.337222
-0.369266,0.00419166,0.109216,0.21185
-0.343075,0.0920033,0.0897166,0.0330146
-0.276259,0.155481,0.0540879,-0.162819
-0.184194,0.187505,0.0184613,-0.337499
-0.0828714,0.191712,-0.00893071,-0.459741
0.0149028,0.175254,-0.0283543,-0.511584
0.0998476,0.143954,-0.0425531,-0.491274
0.165262,0.102009,-0.0524712,-0.412093
0.206619,0.0537871,-0.0567739,-0.297639
0.222027,0.00491263,-0.0539481,-0.175034
0.212761,-0.0385818,-0.0445862,-0.0679754
0.182962,-0.0722305,-0.0316434,0.00842258
0.138394,-0.0944304,-0.0186491,0.0497156
0.084953,-0.106114,-0.00781856,0.0607821
0.0276661,-0.109347,0.000493938,0.0518029
-0.0295181,-0.105966,0.00716401,0.0331529
-0.0833995,-0.096933,0.0133006,0.0111146
-0.131073,-0.0824861,0.0194283,-0.0140087
-0.169715,-0.0628406,0.0250776,-0.0466943
-0.19679,-0.0390037,0.0289235,-0.092399
-0.210618,-0.013219,0.0294901,-0.152689
-0.210988,0.0113183,0.0260977,-0.221365
-0.19943,0.0314205,0.0194427,-0.283433
-0.178903,0.0450404,0.0114125,-0.317865
-0.152975,0.0519899,0.00433111,-0.303695
-0.124799,0.0539659,0.000145151,-0.227674
-0.0962514,0.0539742,-0.000126316,-0.090866
-0.0674707,0.0553988,0.00335382,0.0883629
-0.0369373,0.0609569,0.00923773,0.276581
-0.00208309,0.0717591,0.0152343,0.432693
0.0396743,0.0866729,0.018552,0.518698
0.0896677,0.102109,0.0164181,0.510664
0.146731,0.112286,0.00663786,0.406468
0.20624,0.110131,-0.0115203,0.227618
0.259896,0.0892503,-0.0357846,0.0142701
0.296882,0.0471389,-0.0596162,-0.185314
0.306774,-0.0118417,-0.0740008,-0.327789
0.2833,-0.0768296,-0.0732255,-0.386234
0.226668,-0.135331,-0.0593055,-0.356586
0.142828,-0.178835,-0.0392523,-0.257041
0.040734,-0.204248,-0.0183193,-0.120769
-0.0698457,-0.210806,0.00346401,0.0155257
-0.178497,-0.196368,0.0292444,0.123249
-0.273127,-0.157071,0.0597805,0.189854
-0.340019,-0.0917641,0.088168,0.220449
-0.366912,-0.00797209,0.101658,0.232768
-0.348061,0.0780199,0.0931516,0.24755
-0.286899,0.149859,0.0695948,0.278105
-0.193338,0.200393,0.0448878,0.323142
-0.0783007,0.23208,0.026898,0.365813
0.0495847,0.249543,0.0126621,0.379619
0.182841,0.251374,-0.00851098,0.339262
0.310728,0.226587,-0.0476459,0.232485
0.415121,0.160153,-0.102856,0.0683628
0.472262,0.0492955,-0.148285,-0.121528
0.463436,-0.0832125,-0.151904,-0.290221
0.386899,-0.200765,-0.114405,-0.389001
0.257699,-0.281001,-0.0673637,-0.383341
0.0961206,-0.325005,-0.0323238,-0.26577
-0.0809402,-0.340303,-0.0023343,-0.0610391
-0.257692,-0.321192,0.0456312,0.178741
-0.410803,-0.246455,0.123681,0.387992
-0.506332,-0.103685,0.199755,0.506592
-0.513635,0.0777571,0.211291,0.497913
-0.428054,0.236779,0.148966,0.360212
-0.27418,0.333708,0.0706196,0.127543
-0.0854719,0.372074,0.0162962,-0.140244
0.111857,0.368232,-0.0249999,-0.375411
0.296253,0.320771,-0.0825228,-0.52246
0.440532,0.213472,-0.160554,-0.554159
0.511843,0.0485146,-0.213149,-0.478387
0.489516,-0.129612,-0.190388,-0.333798
0.382473,-0.264061,-0.114198,-0.175916
0.221559,-0.334433,-0.0452256,-0.0583648
0.0372204,-0.357044,-0.00600073,-0.015463
-0.150724,-0.349589,0.0228901,-0.0518261
-0.326543,-0.308464,0.0702787,-0.142196
-0.467677,-0.214835,0.141832,-0.241264
-0.543902,-0.0654096,0.196682,-0.299941
-0.53362,0.102337,0.183338,-0.28248
-0.442079,0.233765,0.114403,-0.178726
-0.296894,0.305702,0.0485703,-0.00751477
-0.126496,0.333924,0.0153609,0.189657
0.0526131,0.341578,0.00197817,0.362313
0.23185,0.332902,-0.0216342,0.467264
0.398207,0.287598,-0.0809984,0.481987
0.52468,0.17812,-0.167015,0.410792
0.575951,0.00837805,-0.217526,0.281998
0.53231,-0.168345,-0.18283,0.137452
0.406987,-0.293641,-0.101023,0.0181988
0.233096,-0.354722,-0.0373503,-0.0487524
0.0392821,-0.373698,-0.005642,-0.0581889
-0.157491,-0.366531,0.0218793,-0.0266645
-0.341812,-0.32237,0.0781678,0.0149195
-0.487283,-0.215108,0.164827,0.0332505
-0.557888,-0.0431311,0.224777,0.00480654
-0.530375,0.143141,0.197212,-0.0757988
-0.41549,0.278481,0.109393,-0.193934
-0.248727,0.340902,0.0320159,-0.319825
-0.064376,0.350008,-0.0113857,-0.418229
0.115746,0.326955,-0.0408364,-0.459448
0.276046,0.273602,-0.0800348,-0.428073
0.39814,0.180838,-0.130116,-0.326837
