learning time, weight:l:0:0:0, weight:l:0:0:1, weight:l:0:1:0, weight:l:0:1:1, biasl:0:0, biasl:0:1, weight:l:1:0:0, weight:l:1:1:0, biasl:1:0, error
2499, 0.552881, 0.619418, 0.627693, 0.667398, 1.2063, 1.18952, -0.0884566, -0.0124716, -0.416174, 0.530592
2500, 0.552881, 0.619418, 0.627692, 0.668309, 1.2063, 1.19043, -0.000129417, 0.0761323, -0.313734, 0.507337
2501, 0.552881, 0.619418, 0.62865, 0.670114, 1.20725, 1.19224, 0.0833334, 0.159877, -0.216936, 0.49902
2502, 0.554623, 0.621915, 0.62865, 0.670114, 1.209, 1.19473, 0.158303, 0.235404, -0.12907, 0.503733
2503, 0.554105, 0.620915, 0.628132, 0.669114, 1.20848, 1.19373, 0.0700296, 0.146458, -0.225414, 0.499321
2504, 0.554165, 0.620505, 0.628192, 0.668704, 1.20854, 1.19332, -0.00907203, 0.0667627, -0.311758, 0.50826
2505, 0.554165, 0.620505, 0.628192, 0.668704, 1.20941, 1.19319, -0.0664587, 0.00957764, -0.386282, 0.523088
2506, 0.554165, 0.620505, 0.628192, 0.668704, 1.21078, 1.19368, -0.117194, -0.0409676, -0.452156, 0.541272
2507, 0.553791, 0.621101, 0.628192, 0.668704, 1.21041, 1.19427, -0.0289817, 0.0478684, -0.348842, 0.513479
2508, 0.553791, 0.621101, 0.628192, 0.668704, 1.21146, 1.19436, -0.0836779, -0.00662421, -0.419842, 0.529939
2509, 0.554459, 0.621382, 0.62886, 0.668985, 1.21213, 1.19464, -0.140458, -0.0638191, -0.481806, 0.550879
2510, 0.555227, 0.621807, 0.629628, 0.66941, 1.21289, 1.19506, -0.18911, -0.112822, -0.534892, 0.571994
2511, 0.555227, 0.621807, 0.629628, 0.66941, 1.21481, 1.19635, -0.226155, -0.149715, -0.582952, 0.590884
2512, 0.553463, 0.621048, 0.629628, 0.66941, 1.21305, 1.19559, -0.138828, -0.0617863, -0.480751, 0.550274
2513, 0.553463, 0.621048, 0.629024, 0.669747, 1.21245, 1.19592, -0.0493494, 0.0279627, -0.3771, 0.519086
2514, 0.553463, 0.621048, 0.62947, 0.671091, 1.21289, 1.19727, 0.0374766, 0.115074, -0.276505, 0.502032
2515, 0.553463, 0.621048, 0.63077, 0.673209, 1.21419, 1.19939, 0.118035, 0.195916, -0.183183, 0.499628
2516, 0.553463, 0.621048, 0.63264, 0.675795, 1.21606, 1.20197, 0.190109, 0.268259, -0.0997183, 0.508674
2517, 0.553463, 0.621048, 0.63264, 0.675795, 1.21409, 1.19863, 0.11532, 0.193712, -0.196674, 0.499307
2518, 0.555433, 0.623746, 0.63264, 0.675795, 1.21606, 1.20133, 0.187414, 0.266344, -0.11227, 0.507547
2519, 0.557738, 0.626667, 0.63264, 0.675795, 1.21837, 1.20425, 0.250671, 0.330084, -0.0382551, 0.523072
2520, 0.557738, 0.626667, 0.63264, 0.675795, 1.21529, 1.19973, 0.172819, 0.252484, -0.139129, 0.504515
2521, 0.557738, 0.626667, 0.63264, 0.675795, 1.21363, 1.1967, 0.0996546, 0.179581, -0.233995, 0.498853
2522, 0.557738, 0.626667, 0.63264, 0.675795, 1.21312, 1.19496, 0.0328531, 0.11304, -0.320644, 0.50416
2523, 0.559087, 0.628889, 0.63264, 0.675795, 1.21447, 1.19718, 0.114128, 0.194904, -0.225538, 0.498914
2524, 0.559087, 0.628889, 0.63264, 0.675795, 1.21375, 1.19518, 0.0462499, 0.127296, -0.313566, 0.502675
2525, 0.559254, 0.62859, 0.632807, 0.675496, 1.21392, 1.19488, -0.0274261, 0.0530667, -0.39389, 0.516768
2526, 0.559976, 0.630258, 0.632807, 0.675496, 1.21464, 1.19655, 0.0581269, 0.139233, -0.29381, 0.50113
2527, 0.560085, 0.629894, 0.632916, 0.675132, 1.21475, 1.19619, -0.0174264, 0.0631106, -0.376167, 0.513726
2528, 0.560085, 0.629894, 0.633713, 0.676843, 1.21555, 1.1979, 0.0683102, 0.149121, -0.276918, 0.500131
2529, 0.560085, 0.629894, 0.633713, 0.676843, 1.21548, 1.19664, 0.00471214, 0.0857809, -0.359376, 0.50942
2530, 0.561155, 0.631879, 0.633713, 0.676843, 1.21655, 1.19862, 0.0883318, 0.170007, -0.261592, 0.499135
2531, 0.562971, 0.634502, 0.633713, 0.676843, 1.21837, 1.20125, 0.164629, 0.246876, -0.172398, 0.502319
2532, 0.562971, 0.634502, 0.635863, 0.6797, 1.22052, 1.2041, 0.232743, 0.315228, -0.0935966, 0.514985
2533, 0.565438, 0.637547, 0.635863, 0.6797, 1.22298, 1.20715, 0.291554, 0.374496, -0.0249028, 0.532764
2534, 0.565438, 0.637547, 0.638234, 0.682586, 1.22536, 1.21003, 0.342842, 0.425976, 0.0343789, 0.55254
2535, 0.565438, 0.637547, 0.64055, 0.685341, 1.22767, 1.21279, 0.387362, 0.470667, 0.0858045, 0.572388
2536, 0.567794, 0.640252, 0.64055, 0.685341, 1.23003, 1.21549, 0.426118, 0.509733, 0.131011, 0.591377
2537, 0.565314, 0.637414, 0.63807, 0.682502, 1.22755, 1.21265, 0.333501, 0.416384, 0.0303079, 0.549663
2538, 0.565314, 0.637414, 0.640379, 0.685256, 1.22986, 1.21541, 0.378945, 0.462006, 0.0827866, 0.569588
2539, 0.567669, 0.640122, 0.640379, 0.685256, 1.23221, 1.21812, 0.418451, 0.50183, 0.128855, 0.588747
2540, 0.567669, 0.640122, 0.642486, 0.687696, 1.23432, 1.22056, 0.453346, 0.536867, 0.169114, 0.606606
2541, 0.565038, 0.637163, 0.639856, 0.684737, 1.23169, 1.2176, 0.362446, 0.445245, 0.0703266, 0.563147
2542, 0.567409, 0.639904, 0.639856, 0.684737, 1.23406, 1.22034, 0.403715, 0.486848, 0.11844, 0.582643
2543, 0.567409, 0.639904, 0.641986, 0.687213, 1.23619, 1.22281, 0.44008, 0.523362, 0.160388, 0.600954
2544, 0.567409, 0.639904, 0.641986, 0.687213, 1.22975, 1.21483, 0.360892, 0.444413, 0.0581965, 0.560892
2545, 0.567409, 0.639904, 0.644246, 0.689882, 1.23202, 1.2175, 0.402965, 0.486654, 0.106742, 0.580463
2546, 0.567409, 0.639904, 0.646401, 0.692389, 1.23417, 1.22001, 0.439847, 0.523687, 0.149273, 0.598915
2547, 0.569586, 0.642363, 0.646401, 0.692389, 1.23635, 1.22247, 0.472383, 0.556486, 0.187179, 0.616048
2548, 0.569586, 0.642363, 0.646401, 0.692389, 1.22941, 1.21398, 0.394166, 0.478514, 0.0862441, 0.574551
2549, 0.567332, 0.639722, 0.644147, 0.689749, 1.22715, 1.21134, 0.299965, 0.38357, -0.0161226, 0.535746
2550, 0.565767, 0.637707, 0.642582, 0.687733, 1.22559, 1.20933, 0.20478, 0.287637, -0.119615, 0.509219
2551, 0.565767, 0.637707, 0.644826, 0.690613, 1.22783, 1.21221, 0.267501, 0.350598, -0.0472098, 0.525521
2552, 0.565767, 0.637707, 0.644826, 0.690613, 1.22448, 1.20733, 0.189174, 0.272549, -0.148482, 0.505634
2553, 0.568116, 0.640711, 0.644826, 0.690613, 1.22683, 1.21033, 0.253863, 0.337735, -0.0729951, 0.520415
2554, 0.570598, 0.643742, 0.644826, 0.690613, 1.22931, 1.21336, 0.310052, 0.394365, -0.00747033, 0.539163
2555, 0.570598, 0.643742, 0.647167, 0.693441, 1.23165, 1.21619, 0.359039, 0.443544, 0.0490353, 0.559154
2556, 0.568602, 0.641335, 0.645171, 0.691033, 1.22965, 1.21378, 0.263879, 0.347631, -0.0543413, 0.524145
2557, 0.567324, 0.63959, 0.643892, 0.689288, 1.22837, 1.21204, 0.169535, 0.252545, -0.15688, 0.503452
2558, 0.566749, 0.638525, 0.643317, 0.688223, 1.2278, 1.21097, 0.0809223, 0.163242, -0.25322, 0.499205
2559, 0.566749, 0.638525, 0.644951, 0.690658, 1.22943, 1.21341, 0.158274, 0.240881, -0.163959, 0.502282
2560, 0.566749, 0.638525, 0.644951, 0.690658, 1.22803, 1.21062, 0.0860771, 0.168947, -0.257271, 0.499104
2561, 0.566749, 0.638525, 0.644951, 0.690658, 1.22772, 1.20907, 0.0205062, 0.103636, -0.342046, 0.506336
2562, 0.566749, 0.638525, 0.644951, 0.690658, 1.22822, 1.20846, -0.0379814, 0.0453964, -0.417668, 0.520494
2563, 0.56724, 0.638601, 0.645442, 0.690734, 1.22872, 1.20854, -0.0995427, -0.0166279, -0.484595, 0.540741
2564, 0.56724, 0.638601, 0.645323, 0.69159, 1.2286, 1.20939, -0.00998952, 0.0732218, -0.381297, 0.512845
2565, 0.568146, 0.640448, 0.645323, 0.69159, 1.2295, 1.21124, 0.0749168, 0.158747, -0.282297, 0.499841
2566, 0.568146, 0.640448, 0.645323, 0.69159, 1.22935, 1.20985, 0.0108324, 0.0949286, -0.365122, 0.508831
2567, 0.568146, 0.640448, 0.646396, 0.693573, 1.23042, 1.21184, 0.095404, 0.179798, -0.267577, 0.498953
2568, 0.568047, 0.639867, 0.646298, 0.692992, 1.23032, 1.21125, 0.0154164, 0.0991934, -0.354502, 0.507613
2569, 0.568047, 0.639867, 0.647409, 0.695002, 1.23143, 1.21326, 0.0995408, 0.183623, -0.257497, 0.498821
2570, 0.568047, 0.639867, 0.647409, 0.695002, 1.23093, 1.21148, 0.0331519, 0.117508, -0.343263, 0.50503
2571, 0.568047, 0.639867, 0.647409, 0.695002, 1.23128, 1.21069, -0.0261482, 0.0584702, -0.41988, 0.518571
2572, 0.568047, 0.639867, 0.647409, 0.695002, 1.23222, 1.21062, -0.0785961, 0.00626777, -0.487639, 0.536178
2573, 0.568047, 0.639867, 0.647537, 0.696115, 1.23234, 1.21173, 0.0107554, 0.0959239, -0.384648, 0.510117
2574, 0.568047, 0.639867, 0.647537, 0.696115, 1.23292, 1.21122, -0.0455273, 0.0399046, -0.457343, 0.525755
2575, 0.568047, 0.639867, 0.647537, 0.696115, 1.23399, 1.21133, -0.0952106, -0.00953386, -0.521506, 0.544307
2576, 0.568645, 0.640097, 0.648135, 0.696345, 1.23459, 1.21156, -0.14657, -0.0612758, -0.577299, 0.565797
2577, 0.568645, 0.640097, 0.647462, 0.696682, 1.23391, 1.21189, -0.0566875, 0.0289025, -0.473739, 0.529778
2578, 0.569163, 0.640218, 0.64798, 0.696802, 1.23443, 1.21201, -0.113904, -0.0287443, -0.535893, 0.55097
2579, 0.569163, 0.640218, 0.64798, 0.696802, 1.23591, 1.21269, -0.155965, -0.070591, -0.590193, 0.570459
2580, 0.568321, 0.640445, 0.64798, 0.696802, 1.23507, 1.21292, -0.0671559, 0.0188076, -0.486779, 0.533464
2581, 0.568321, 0.640445, 0.648239, 0.698053, 1.23533, 1.21417, 0.022033, 0.108307, -0.384022, 0.508576
2582, 0.569572, 0.642643, 0.648239, 0.698053, 1.23658, 1.21637, 0.105743, 0.19261, -0.286525, 0.498843
2583, 0.57153, 0.645432, 0.648239, 0.698053, 1.23854, 1.21916, 0.181972, 0.269397, -0.197773, 0.502573
2584, 0.57153, 0.645432, 0.648239, 0.698053, 1.23675, 1.21591, 0.109427, 0.197169, -0.291342, 0.498788
2585, 0.57153, 0.645432, 0.650127, 0.700774, 1.23864, 1.21863, 0.186313, 0.274345, -0.202783, 0.502672
2586, 0.570849, 0.644252, 0.649446, 0.699595, 1.23796, 1.21745, 0.0978327, 0.185169, -0.29882, 0.499176
2587, 0.570849, 0.644252, 0.651248, 0.702236, 1.23976, 1.22009, 0.175761, 0.263397, -0.209088, 0.501657
2588, 0.570849, 0.644252, 0.651248, 0.702236, 1.23809, 1.21696, 0.103786, 0.191742, -0.301897, 0.499021
2589, 0.570696, 0.643613, 0.651096, 0.701596, 1.23793, 1.21632, 0.0243261, 0.111664, -0.388144, 0.508495
2590, 0.570696, 0.643613, 0.652307, 0.703736, 1.23915, 1.21846, 0.108971, 0.196626, -0.2907, 0.498788
2591, 0.570516, 0.642944, 0.652127, 0.703068, 1.23896, 1.21779, 0.0286555, 0.115685, -0.377862, 0.507338
2592, 0.571828, 0.645199, 0.652127, 0.703068, 1.24028, 1.22004, 0.111968, 0.199588, -0.280907, 0.498683
2593, 0.571828, 0.645199, 0.652127, 0.703068, 1.2396, 1.21803, 0.0454847, 0.133408, -0.366625, 0.504847
2594, 0.571828, 0.645199, 0.652127, 0.703068, 1.23978, 1.21703, -0.0138779, 0.0743341, -0.443173, 0.518368
2595, 0.571828, 0.645199, 0.652967, 0.704883, 1.24062, 1.21885, 0.0734439, 0.161975, -0.342684, 0.501438
2596, 0.573553, 0.647824, 0.652967, 0.704883, 1.24235, 1.22147, 0.153506, 0.242606, -0.249552, 0.499334
2597, 0.573553, 0.647824, 0.655099, 0.707791, 1.24448, 1.22438, 0.225774, 0.315164, -0.166424, 0.508705
2598, 0.572598, 0.646376, 0.654143, 0.706343, 1.24352, 1.22293, 0.134284, 0.222947, -0.265629, 0.49868
2599, 0.574738, 0.649319, 0.654143, 0.706343, 1.24567, 1.22587, 0.20789, 0.29709, -0.180051, 0.505851
2600, 0.573914, 0.648, 0.653318, 0.705023, 1.24484, 1.22455, 0.117533, 0.206016, -0.278016, 0.498606
2601, 0.573685, 0.647281, 0.65309, 0.704304, 1.24461, 1.22384, 0.0359723, 0.123814, -0.366461, 0.5058
2602, 0.575057, 0.649585, 0.65309, 0.704304, 1.24598, 1.22614, 0.118725, 0.207166, -0.270277, 0.498607
2603, 0.575057, 0.649585, 0.655002, 0.707026, 1.2479, 1.22886, 0.194298, 0.283044, -0.18339, 0.504371
2604, 0.57744, 0.652658, 0.655002, 0.707026, 1.25028, 1.23193, 0.260156, 0.3494, -0.106893, 0.518653
2605, 0.57744, 0.652658, 0.655002, 0.707026, 1.24712, 1.22718, 0.182462, 0.272025, -0.206841, 0.502267
2606, 0.57744, 0.652658, 0.657227, 0.709977, 1.24935, 1.23013, 0.250786, 0.340631, -0.128319, 0.5152
2607, 0.579969, 0.655794, 0.657227, 0.709977, 1.25188, 1.23327, 0.309694, 0.399986, -0.059931, 0.533212
2608, 0.579969, 0.655794, 0.659618, 0.712891, 1.25427, 1.23618, 0.360992, 0.451507, -0.00103023, 0.553158
2609, 0.578032, 0.653437, 0.657681, 0.710534, 1.25233, 1.23382, 0.265313, 0.355055, -0.104612, 0.519784
2610, 0.576796, 0.651726, 0.656445, 0.708824, 1.25109, 1.23211, 0.171164, 0.26015, -0.206581, 0.501525
2611, 0.576233, 0.650669, 0.655882, 0.707767, 1.25053, 1.23106, 0.0834338, 0.171721, -0.301627, 0.499727
2612, 0.576201, 0.650158, 0.655849, 0.707256, 1.2505, 1.23055, 0.0053801, 0.0930528, -0.386199, 0.510741
2613, 0.576201, 0.650158, 0.655849, 0.707256, 1.25113, 1.23008, -0.0508204, 0.0371034, -0.458494, 0.526667
2614, 0.576697, 0.65025, 0.656346, 0.707347, 1.25163, 1.23017, -0.10959, -0.0221181, -0.522169, 0.547733
2615, 0.576445, 0.651056, 0.656346, 0.707347, 1.25138, 1.23097, -0.0203413, 0.0677621, -0.41858, 0.517182
2616, 0.576445, 0.651056, 0.656346, 0.707347, 1.25225, 1.2308, -0.0735736, 0.0147728, -0.487042, 0.534646
2617, 0.576993, 0.651215, 0.656893, 0.707507, 1.2528, 1.23096, -0.128857, -0.0409343, -0.546932, 0.556145
2618, 0.576993, 0.651215, 0.656893, 0.707507, 1.25434, 1.23171, -0.169765, -0.0816425, -0.599527, 0.575663
2619, 0.576001, 0.651309, 0.656893, 0.707507, 1.25335, 1.2318, -0.0808278, 0.00791623, -0.496343, 0.537365
2620, 0.576001, 0.651309, 0.656893, 0.707507, 1.25465, 1.23219, -0.126919, -0.0379533, -0.555596, 0.556784
2621, 0.575537, 0.651927, 0.656893, 0.707507, 1.25419, 1.23281, -0.0375441, 0.0520622, -0.451893, 0.52327
2622, 0.575537, 0.651927, 0.657472, 0.709075, 1.25476, 1.23438, 0.0508233, 0.140759, -0.350454, 0.503431
2623, 0.575537, 0.651927, 0.657472, 0.709075, 1.2549, 1.23329, -0.00979358, 0.0804177, -0.428355, 0.516176
2624, 0.575537, 0.651927, 0.658339, 0.710915, 1.25576, 1.23513, 0.0773035, 0.167847, -0.328391, 0.500641
2625, 0.577259, 0.654541, 0.658339, 0.710915, 1.25748, 1.23774, 0.156823, 0.247967, -0.236133, 0.499835
2626, 0.577259, 0.654541, 0.660435, 0.71378, 1.25958, 1.24061, 0.228366, 0.319808, -0.154056, 0.510143
2627, 0.579726, 0.657654, 0.660435, 0.71378, 1.26205, 1.24372, 0.290226, 0.382153, -0.0823413, 0.526922
2628, 0.582247, 0.660715, 0.660435, 0.71378, 1.26457, 1.24678, 0.343803, 0.436157, -0.0202705, 0.546536
2629, 0.584716, 0.663638, 0.660435, 0.71378, 1.26704, 1.2497, 0.390242, 0.482972, 0.0334943, 0.566687
2630, 0.587082, 0.666387, 0.660435, 0.71378, 1.2694, 1.25245, 0.430726, 0.523786, 0.0803319, 0.586152
2631, 0.589323, 0.668956, 0.660435, 0.71378, 1.27164, 1.25502, 0.466297, 0.559651, 0.121461, 0.604376
2632, 0.58677, 0.666075, 0.657882, 0.710898, 1.26909, 1.25214, 0.374664, 0.467263, 0.0224647, 0.560787
2633, 0.584772, 0.663671, 0.655885, 0.708494, 1.26709, 1.24974, 0.279121, 0.370934, -0.0808137, 0.525055
2634, 0.584772, 0.663671, 0.658216, 0.711391, 1.26943, 1.25263, 0.333882, 0.425937, -0.0180486, 0.544547
2635, 0.58306, 0.661525, 0.656505, 0.709246, 1.26771, 1.25049, 0.237956, 0.329222, -0.121751, 0.514144
2636, 0.58306, 0.661525, 0.658786, 0.71215, 1.27, 1.25339, 0.298047, 0.389581, -0.0528873, 0.53203
2637, 0.581609, 0.659621, 0.657334, 0.710245, 1.26854, 1.25149, 0.202494, 0.293242, -0.156191, 0.507005
2638, 0.580844, 0.658368, 0.65657, 0.708992, 1.26778, 1.25023, 0.11149, 0.201494, -0.25461, 0.498667
2639, 0.580844, 0.658368, 0.65657, 0.708992, 1.26713, 1.24822, 0.0435854, 0.133852, -0.341627, 0.503627
2640, 0.582244, 0.66068, 0.65657, 0.708992, 1.26853, 1.25053, 0.125517, 0.216424, -0.246786, 0.498804
2641, 0.582244, 0.66068, 0.65657, 0.708992, 1.26767, 1.24827, 0.0565678, 0.147748, -0.335127, 0.502233
2642, 0.58376, 0.663099, 0.65657, 0.708992, 1.26919, 1.25069, 0.137619, 0.229435, -0.241331, 0.499115
2643, 0.58376, 0.663099, 0.658533, 0.711743, 1.27115, 1.25344, 0.210821, 0.30295, -0.157458, 0.50791
2644, 0.582942, 0.661791, 0.657716, 0.710435, 1.27033, 1.25213, 0.119393, 0.210772, -0.256291, 0.498661
2645, 0.582942, 0.661791, 0.657716, 0.710435, 1.26957, 1.24997, 0.0510443, 0.142698, -0.343828, 0.503014
2646, 0.582942, 0.661791, 0.657716, 0.710435, 1.2697, 1.24886, -0.0101191, 0.0817986, -0.422175, 0.515536
2647, 0.582942, 0.661791, 0.657716, 0.710435, 1.27047, 1.24853, -0.0642127, 0.0279537, -0.491465, 0.532755
2648, 0.582942, 0.661791, 0.657716, 0.710435, 1.27164, 1.24873, -0.111871, -0.0194741, -0.552501, 0.552028
2649, 0.582672, 0.662616, 0.657716, 0.710435, 1.27137, 1.24956, -0.022224, 0.070838, -0.448822, 0.519882
2650, 0.582672, 0.662616, 0.657716, 0.710435, 1.27222, 1.24934, -0.074468, 0.018845, -0.515718, 0.537879
2651, 0.58285, 0.663873, 0.657716, 0.710435, 1.27239, 1.2506, 0.0146981, 0.108685, -0.4126, 0.510964
2652, 0.583116, 0.663686, 0.657983, 0.710248, 1.27266, 1.25041, -0.0527793, 0.0406681, -0.485545, 0.529529
2653, 0.583116, 0.663686, 0.657983, 0.710248, 1.27374, 1.2505, -0.1015, -0.00781431, -0.547912, 0.548592
2654, 0.583116, 0.663686, 0.657857, 0.711178, 1.27362, 1.25143, -0.0109964, 0.0830184, -0.444294, 0.517466
2655, 0.583471, 0.663604, 0.658211, 0.711096, 1.27397, 1.25134, -0.074578, 0.0189299, -0.513019, 0.537542
2656, 0.583994, 0.663736, 0.658734, 0.711228, 1.2745, 1.25148, -0.128842, -0.0357611, -0.571668, 0.559227
2657, 0.583994, 0.663736, 0.658734, 0.711228, 1.27598, 1.25215, -0.16908, -0.0757961, -0.623156, 0.578736
2658, 0.583994, 0.663736, 0.657836, 0.71139, 1.27508, 1.25231, -0.0790827, 0.0145236, -0.520157, 0.539474
2659, 0.583994, 0.663736, 0.657836, 0.71139, 1.27632, 1.25262, -0.12466, -0.0308252, -0.578469, 0.559032
2660, 0.583994, 0.663736, 0.657446, 0.712062, 1.27593, 1.2533, -0.0340664, 0.0601058, -0.47478, 0.524564
2661, 0.584633, 0.665426, 0.657446, 0.712062, 1.27657, 1.25499, 0.0538998, 0.148735, -0.373119, 0.503967
2662, 0.584633, 0.665426, 0.658884, 0.714439, 1.27801, 1.25736, 0.137002, 0.232179, -0.278004, 0.498597
2663, 0.584633, 0.665426, 0.660876, 0.717256, 1.28, 1.26018, 0.211698, 0.307199, -0.19254, 0.505884
2664, 0.587042, 0.668528, 0.660876, 0.717256, 1.28241, 1.26328, 0.276613, 0.372634, -0.117566, 0.521139
2665, 0.585771, 0.666781, 0.659606, 0.715508, 1.28114, 1.26153, 0.181943, 0.277176, -0.219775, 0.501921
2666, 0.588066, 0.669812, 0.659606, 0.715508, 1.28344, 1.26457, 0.250378, 0.34616, -0.14076, 0.51468
2667, 0.590524, 0.672888, 0.659606, 0.715508, 1.28589, 1.26764, 0.309862, 0.406132, -0.0721223, 0.532736
2668, 0.589019, 0.670926, 0.658101, 0.713546, 1.28439, 1.26568, 0.214081, 0.30955, -0.175486, 0.507266
2669, 0.589019, 0.670926, 0.660352, 0.716488, 1.28664, 1.26862, 0.278521, 0.374282, -0.10181, 0.523169
2670, 0.589019, 0.670926, 0.662677, 0.719397, 1.28897, 1.27153, 0.334239, 0.430262, -0.0381404, 0.542562
2671, 0.591449, 0.673826, 0.662677, 0.719397, 1.2914, 1.27443, 0.38217, 0.478593, 0.0171184, 0.562833
2672, 0.593783, 0.676557, 0.662677, 0.719397, 1.29373, 1.27716, 0.423863, 0.520638, 0.0651564, 0.58258
2673, 0.595996, 0.679108, 0.662677, 0.719397, 1.29594, 1.27971, 0.460415, 0.5575, 0.107243, 0.601142
2674, 0.593546, 0.67633, 0.660228, 0.716619, 1.29349, 1.27693, 0.368148, 0.464453, 0.00780547, 0.557709
2675, 0.595884, 0.679079, 0.660228, 0.716619, 1.29583, 1.27968, 0.411338, 0.508011, 0.0575398, 0.577684
2676, 0.593716, 0.67654, 0.65806, 0.714081, 1.29366, 1.27714, 0.316649, 0.41252, -0.0445283, 0.537782
2677, 0.593716, 0.67654, 0.65806, 0.714081, 1.28957, 1.27133, 0.236029, 0.332187, -0.14726, 0.512151
2678, 0.592745, 0.675081, 0.657089, 0.712622, 1.2886, 1.26987, 0.143043, 0.238424, -0.247569, 0.499181
2679, 0.592745, 0.675081, 0.659064, 0.715393, 1.29057, 1.27264, 0.216131, 0.311843, -0.164038, 0.508333
2680, 0.592745, 0.675081, 0.661288, 0.718295, 1.2928, 1.27554, 0.279905, 0.375918, -0.0911872, 0.524667
2681, 0.595163, 0.678048, 0.661288, 0.718295, 1.29521, 1.27851, 0.33472, 0.431192, -0.0280547, 0.544218
2682, 0.595163, 0.678048, 0.661288, 0.718295, 1.29079, 1.27235, 0.253712, 0.350476, -0.131246, 0.516173
2683, 0.595163, 0.678048, 0.661288, 0.718295, 1.28784, 1.26771, 0.175776, 0.272853, -0.230617, 0.501131
2684, 0.595163, 0.678048, 0.663428, 0.721202, 1.28998, 1.27062, 0.245668, 0.343061, -0.150773, 0.513265
2685, 0.595163, 0.678048, 0.665737, 0.72416, 1.29229, 1.27357, 0.306365, 0.404043, -0.0814705, 0.531078
2686, 0.595163, 0.678048, 0.665737, 0.72416, 1.28839, 1.26792, 0.22632, 0.324323, -0.183499, 0.508218
2687, 0.594267, 0.676658, 0.664842, 0.72277, 1.28749, 1.26653, 0.134422, 0.23166, -0.282578, 0.498515
2688, 0.596325, 0.679545, 0.664842, 0.72277, 1.28955, 1.26942, 0.208937, 0.306767, -0.196713, 0.505481
2689, 0.595549, 0.678271, 0.664066, 0.721496, 1.28877, 1.26814, 0.118163, 0.215238, -0.294569, 0.49851
2690, 0.595549, 0.678271, 0.665922, 0.724205, 1.29063, 1.27085, 0.194858, 0.292279, -0.206993, 0.503601
2691, 0.597856, 0.681297, 0.665922, 0.724205, 1.29294, 1.27388, 0.261786, 0.359749, -0.129915, 0.517667
2692, 0.600291, 0.684332, 0.665922, 0.724205, 1.29537, 1.27691, 0.319836, 0.418277, -0.0631031, 0.536343
2693, 0.600291, 0.684332, 0.665922, 0.724205, 1.29123, 1.271, 0.239295, 0.338057, -0.165696, 0.511235
2694, 0.602716, 0.687408, 0.665922, 0.724205, 1.29365, 1.27408, 0.300806, 0.400071, -0.094906, 0.528519
2695, 0.605174, 0.690408, 0.665922, 0.724205, 1.29611, 1.27708, 0.353993, 0.453699, -0.0337353, 0.548405
2696, 0.605174, 0.690408, 0.668203, 0.726971, 1.29839, 1.27984, 0.400222, 0.500148, 0.0189922, 0.568653
2697, 0.607466, 0.693085, 0.668203, 0.726971, 1.30068, 1.28252, 0.440353, 0.540618, 0.0651044, 0.588126
2698, 0.607466, 0.693085, 0.668203, 0.726971, 1.29445, 1.27446, 0.359379, 0.45996, -0.0379227, 0.549189
2699, 0.605665, 0.690855, 0.666402, 0.724741, 1.29265, 1.27223, 0.263083, 0.362857, -0.141587, 0.516875
2700, 0.605665, 0.690855, 0.666402, 0.724741, 1.28954, 1.26738, 0.184988, 0.285108, -0.241123, 0.501334
2701, 0.607961, 0.693912, 0.666402, 0.724741, 1.29184, 1.27044, 0.254125, 0.354801, -0.161596, 0.513746
2702, 0.607961, 0.693912, 0.666402, 0.724741, 1.28889, 1.26575, 0.176703, 0.277738, -0.26029, 0.500172
2703, 0.607961, 0.693912, 0.666402, 0.724741, 1.28726, 1.26251, 0.105016, 0.206412, -0.351732, 0.499405
2704, 0.607961, 0.693912, 0.668223, 0.727496, 1.28908, 1.26526, 0.184527, 0.286251, -0.26095, 0.500568
2705, 0.610284, 0.697022, 0.668223, 0.727496, 1.29141, 1.26837, 0.254506, 0.356784, -0.180473, 0.512273
2706, 0.612778, 0.700175, 0.668223, 0.727496, 1.2939, 1.27153, 0.315379, 0.418149, -0.110511, 0.529882
2707, 0.612778, 0.700175, 0.668223, 0.727496, 1.28985, 1.26563, 0.235443, 0.3386, -0.212366, 0.507473
2708, 0.611841, 0.698731, 0.667286, 0.726052, 1.28891, 1.26418, 0.14355, 0.245948, -0.311286, 0.498299
2709, 0.611841, 0.698731, 0.667286, 0.726052, 1.2878, 1.26152, 0.0751931, 0.177959, -0.39848, 0.502807
2710, 0.613524, 0.701397, 0.667286, 0.726052, 1.28949, 1.26419, 0.157381, 0.260781, -0.303996, 0.49851
2711, 0.613087, 0.700447, 0.666849, 0.725101, 1.28905, 1.26324, 0.0727474, 0.175455, -0.395104, 0.502866
2712, 0.613094, 0.699968, 0.666856, 0.724622, 1.28906, 1.26276, -0.00141175, 0.100695, -0.474945, 0.517945
2713, 0.613094, 0.699968, 0.6678, 0.726635, 1.29, 1.26477, 0.0865735, 0.189019, -0.374516, 0.501006
2714, 0.613038, 0.69942, 0.667744, 0.726087, 1.28994, 1.26422, 0.0103034, 0.112129, -0.456618, 0.514449
2715, 0.613296, 0.699227, 0.668002, 0.725894, 1.2902, 1.26403, -0.0552758, 0.0460229, -0.527212, 0.534144
2716, 0.613296, 0.699227, 0.66839, 0.727379, 1.29059, 1.26551, 0.0348382, 0.136486, -0.424382, 0.508575
