learning time, weight:l:0:0:0, weight:l:0:0:1, weight:l:0:1:0, weight:l:0:1:1, biasl:0:0, biasl:0:1, weight:l:1:0:0, weight:l:1:1:0, biasl:1:0, error
0, -0.0287538, -0.0179464, 0.00498625, 0.0189798, 0.00627169, -0.000752224, -0.0528451, -0.0205464, -0.0692861, 0.501399
1, -0.0287538, -0.0179464, 0.00483362, 0.0195727, 0.00611906, -0.000159303, -0.00664475, 0.025814, 0.0225975, 0.50013
2, -0.0287538, -0.0179464, 0.00483362, 0.0195727, 0.00725728, 0.000254557, -0.0512229, -0.0186246, -0.0662869, 0.501277
3, -0.0288885, -0.017332, 0.00483362, 0.0195727, 0.00712258, 0.000868906, -0.00587792, 0.0268075, 0.0253884, 0.500161
4, -0.0277751, -0.0169362, 0.00594705, 0.0199686, 0.00823601, 0.00126475, -0.0500219, -0.0177825, -0.0636533, 0.501187
5, -0.0258804, -0.0157031, 0.00784167, 0.0212017, 0.0101306, 0.00249784, -0.0912621, -0.0593941, -0.146698, 0.506117
6, -0.0258804, -0.0157031, 0.00784167, 0.0212017, 0.0126264, 0.00437848, -0.129887, -0.0978727, -0.223559, 0.513991
7, -0.0229548, -0.0133396, 0.0107674, 0.0235652, 0.0155521, 0.00674198, -0.16521, -0.133466, -0.294395, 0.523908
8, -0.0229548, -0.0133396, 0.0107674, 0.0235652, 0.0187741, 0.00944529, -0.198009, -0.166122, -0.359488, 0.535091
9, -0.0229548, -0.0133396, 0.0107674, 0.0235652, 0.0221853, 0.0123779, -0.22819, -0.196163, -0.419289, 0.546955
10, -0.0194378, -0.0102608, 0.0142843, 0.0266439, 0.0257023, 0.0154566, -0.255823, -0.22397, -0.474281, 0.559128
11, -0.0194378, -0.0102608, 0.0142843, 0.0266439, 0.0292648, 0.0186147, -0.281467, -0.249484, -0.524917, 0.571198
12, -0.0253693, -0.0153669, 0.0142843, 0.0266439, 0.0233332, 0.0135086, -0.229526, -0.197581, -0.421544, 0.547487
13, -0.0253693, -0.0153669, 0.0142843, 0.0266439, 0.0268558, 0.0165922, -0.257238, -0.225158, -0.476327, 0.559609
14, -0.0306924, -0.0198586, 0.0142843, 0.0266439, 0.0215328, 0.0121005, -0.205358, -0.173285, -0.372644, 0.537659
15, -0.0272457, -0.01688, 0.017731, 0.0296225, 0.0249795, 0.0150791, -0.234792, -0.202922, -0.431364, 0.549658
16, -0.0272457, -0.01688, 0.0130206, 0.0257391, 0.0202691, 0.0111957, -0.181859, -0.149937, -0.32771, 0.529396
17, -0.0239208, -0.0140499, 0.0163455, 0.0285692, 0.0235939, 0.0140258, -0.213151, -0.181447, -0.390106, 0.541032
18, -0.0280921, -0.0174022, 0.0163455, 0.0285692, 0.0194226, 0.0106735, -0.161503, -0.129791, -0.286792, 0.522775
19, -0.0248982, -0.0147255, 0.0195394, 0.0312458, 0.0226165, 0.0133501, -0.194476, -0.162997, -0.352486, 0.533904
20, -0.0215073, -0.0118068, 0.0229303, 0.0341645, 0.0260074, 0.0162688, -0.224894, -0.193605, -0.412802, 0.5458
21, -0.0259853, -0.015475, 0.0229303, 0.0341645, 0.0215294, 0.0126007, -0.173012, -0.141725, -0.309272, 0.52644
22, -0.0259853, -0.015475, 0.0229303, 0.0341645, 0.0248047, 0.0153746, -0.205271, -0.173841, -0.373102, 0.537863
23, -0.0259853, -0.015475, 0.0190008, 0.0310464, 0.0208752, 0.0122566, -0.152465, -0.120989, -0.269952, 0.520239
24, -0.0259853, -0.015475, 0.0190008, 0.0310464, 0.0239996, 0.014851, -0.186351, -0.15473, -0.337024, 0.531083
25, -0.0259853, -0.015475, 0.0155677, 0.0284257, 0.0205665, 0.0122302, -0.133976, -0.102281, -0.234478, 0.515309
26, -0.0259853, -0.015475, 0.0155677, 0.0284257, 0.0235285, 0.0146354, -0.169325, -0.137484, -0.304457, 0.525476
27, -0.0259853, -0.015475, 0.0155677, 0.0284257, 0.0267727, 0.0173657, -0.201852, -0.169868, -0.368754, 0.536825
28, -0.0225657, -0.0125251, 0.0189873, 0.0313756, 0.0301922, 0.0203156, -0.231623, -0.199844, -0.427812, 0.548835
29, -0.0272186, -0.0163546, 0.0189873, 0.0313756, 0.0255393, 0.0164861, -0.179614, -0.147832, -0.324191, 0.528824
30, -0.0272186, -0.0163546, 0.0157329, 0.0289359, 0.0222849, 0.0140463, -0.127336, -0.095468, -0.22191, 0.513715
31, -0.0272186, -0.0163546, 0.0157329, 0.0289359, 0.0251821, 0.0163755, -0.163233, -0.131219, -0.292914, 0.523613
32, -0.0300735, -0.0183962, 0.0157329, 0.0289359, 0.0223272, 0.0143339, -0.112557, -0.0804905, -0.191457, 0.510283
33, -0.0316351, -0.0191703, 0.0157329, 0.0289359, 0.0207656, 0.0135598, -0.0637668, -0.0316104, -0.0934982, 0.502496
34, -0.0295248, -0.0177031, 0.0178433, 0.0304031, 0.022876, 0.015027, -0.104323, -0.0725405, -0.174415, 0.508591
35, -0.026874, -0.0156407, 0.020494, 0.0324656, 0.0255267, 0.0170895, -0.141896, -0.110421, -0.249141, 0.517335
36, -0.029174, -0.0171507, 0.020494, 0.0324656, 0.0232268, 0.0155794, -0.0918489, -0.0603049, -0.14898, 0.506322
37, -0.029174, -0.0171507, 0.020494, 0.0324656, 0.0257307, 0.0174761, -0.130634, -0.0989436, -0.22566, 0.514321
38, -0.0311868, -0.0183742, 0.020494, 0.0324656, 0.0237178, 0.0162526, -0.0810481, -0.0492639, -0.126317, 0.504586
39, -0.0311868, -0.0183742, 0.020494, 0.0324656, 0.0260832, 0.0179924, -0.12071, -0.088779, -0.20471, 0.51187
40, -0.0283486, -0.0161078, 0.0233322, 0.034732, 0.0289214, 0.0202588, -0.157118, -0.125489, -0.276971, 0.521441
41, -0.0283486, -0.0161078, 0.0206736, 0.0328743, 0.0262628, 0.0184011, -0.105235, -0.0735366, -0.175846, 0.508762
42, -0.0283486, -0.0161078, 0.0193255, 0.0323001, 0.0249147, 0.0178269, -0.055403, -0.0235993, -0.0784675, 0.501748
43, -0.0283486, -0.0161078, 0.0191363, 0.032848, 0.0247255, 0.0183748, -0.00819759, 0.023742, 0.0139006, 0.500059
44, -0.0283486, -0.0161078, 0.0191363, 0.032848, 0.0258964, 0.0188366, -0.0529644, -0.0208844, -0.0745397, 0.501562
45, -0.0285093, -0.0155272, 0.0191363, 0.032848, 0.0257357, 0.0194172, -0.00697858, 0.0252207, 0.0175448, 0.50009
46, -0.0285093, -0.0155272, 0.0199373, 0.0343466, 0.0265368, 0.0209158, 0.0371429, 0.0695016, 0.103852, 0.503104
47, -0.0282704, -0.0160351, 0.0201762, 0.0338388, 0.0267756, 0.0204079, -0.0101848, 0.0216635, 0.0100391, 0.500032
48, -0.0275503, -0.0146211, 0.0201762, 0.0338388, 0.0274957, 0.0218219, 0.0331844, 0.0651599, 0.0968421, 0.502681
49, -0.0275503, -0.0146211, 0.0216762, 0.0359858, 0.0289958, 0.0239689, 0.0744593, 0.106596, 0.17747, 0.508964
50, -0.0275503, -0.0146211, 0.0216762, 0.0359858, 0.028386, 0.0225735, 0.0250379, 0.0572968, 0.0800401, 0.501851
51, -0.026199, -0.0126063, 0.0216762, 0.0359858, 0.0297374, 0.0245883, 0.0660033, 0.0984079, 0.161937, 0.507458
52, -0.026199, -0.0126063, 0.0216762, 0.0359858, 0.0293282, 0.0233927, 0.0169272, 0.0494563, 0.0652226, 0.501222
53, -0.026199, -0.0126063, 0.0229085, 0.0378953, 0.0305605, 0.0253022, 0.0594605, 0.0921631, 0.148174, 0.506291
54, -0.0243199, -0.0100967, 0.0229085, 0.0378953, 0.0324395, 0.0278118, 0.0979222, 0.130785, 0.22493, 0.514293
55, -0.0219618, -0.00715499, 0.0229085, 0.0378953, 0.0347976, 0.0307535, 0.133416, 0.166448, 0.29563, 0.524341
56, -0.0192642, -0.00391834, 0.0229085, 0.0378953, 0.0374953, 0.0339902, 0.166107, 0.199314, 0.360595, 0.535672
57, -0.0163382, -0.000494978, 0.0229085, 0.0378953, 0.0404213, 0.0374135, 0.196207, 0.22959, 0.420252, 0.54769
58, -0.0163382, -0.000494978, 0.0229085, 0.0378953, 0.0367099, 0.0328356, 0.143363, 0.176824, 0.316657, 0.527781
59, -0.0186655, -0.00365628, 0.0205812, 0.034734, 0.0343826, 0.0296743, 0.091192, 0.123966, 0.214525, 0.51292
60, -0.0186655, -0.00365628, 0.0228654, 0.0376056, 0.0366667, 0.0325459, 0.127915, 0.160857, 0.286007, 0.522786
61, -0.0205955, -0.00640236, 0.0209353, 0.0348596, 0.0347367, 0.0297998, 0.0762024, 0.108496, 0.184653, 0.509596
62, -0.0205955, -0.00640236, 0.0230425, 0.0375651, 0.0368439, 0.0325053, 0.114171, 0.146631, 0.258535, 0.518707
63, -0.0205955, -0.00640236, 0.0230425, 0.0375651, 0.0352616, 0.0301049, 0.0629932, 0.0955614, 0.15803, 0.507071
64, -0.0205955, -0.00640236, 0.0249793, 0.0401224, 0.0371984, 0.0326623, 0.10208, 0.134826, 0.233989, 0.515438
65, -0.0205955, -0.00640236, 0.0249793, 0.0401224, 0.0359202, 0.0305652, 0.0513108, 0.0841697, 0.134305, 0.505143
66, -0.0188334, -0.00399754, 0.0249793, 0.0401224, 0.0376823, 0.03297, 0.0905376, 0.123569, 0.212162, 0.512718
67, -0.0188334, -0.00399754, 0.0249793, 0.0401224, 0.0366897, 0.0311583, 0.0401774, 0.0733247, 0.113304, 0.503653
68, -0.0172388, -0.0017411, 0.0249793, 0.0401224, 0.0382842, 0.0334148, 0.0802661, 0.113598, 0.192772, 0.510512
69, -0.0150898, 0.00102185, 0.0249793, 0.0401224, 0.0404333, 0.0361777, 0.117299, 0.150826, 0.266066, 0.519821
70, -0.0150898, 0.00102185, 0.0249793, 0.0401224, 0.038774, 0.0336715, 0.0659087, 0.0995427, 0.165322, 0.507739
71, -0.0154841, -0.000170319, 0.024585, 0.0389303, 0.0383797, 0.0324793, 0.0162897, 0.0492909, 0.0684411, 0.501299
72, -0.0154841, -0.000170319, 0.024585, 0.0389303, 0.0390775, 0.0324177, -0.030446, 0.00269049, -0.0232706, 0.500175
73, -0.0154841, -0.000170319, 0.024585, 0.0389303, 0.0406691, 0.0332955, -0.0742008, -0.0409215, -0.109103, 0.503513
74, -0.0154841, -0.000170319, 0.024585, 0.0389303, 0.0429535, 0.0349151, -0.114818, -0.0813923, -0.18872, 0.510317
75, -0.0126901, 0.00201682, 0.027379, 0.0411174, 0.0457475, 0.0371022, -0.152451, -0.119421, -0.262077, 0.519648
76, -0.0126901, 0.00201682, 0.0248576, 0.0394305, 0.0432261, 0.0354153, -0.100234, -0.0670758, -0.161324, 0.507559
77, -0.0139263, 0.00158653, 0.0248576, 0.0394305, 0.04199, 0.034985, -0.0511208, -0.0177961, -0.0645751, 0.501245
78, -0.0139263, 0.00158653, 0.0248576, 0.0394305, 0.0439268, 0.0362284, -0.0934584, -0.0599885, -0.147509, 0.506344
79, -0.0149997, 0.0013216, 0.0248576, 0.0394305, 0.0428535, 0.0359635, -0.0446891, -0.0110315, -0.0514121, 0.500798
80, -0.0149997, 0.0013216, 0.0249093, 0.0402496, 0.0429052, 0.0367826, 0.00227945, 0.0361114, 0.03945, 0.500438
81, -0.0149997, 0.0013216, 0.0249093, 0.0402496, 0.0438877, 0.0370012, -0.0436869, -0.00971727, -0.0505522, 0.500758
82, -0.0149997, 0.0013216, 0.0249833, 0.0410977, 0.0439617, 0.0378493, 0.00326401, 0.0374253, 0.0402281, 0.500467
83, -0.0140198, 0.00302945, 0.0249833, 0.0410977, 0.0449416, 0.0395571, 0.0462551, 0.0806326, 0.124983, 0.504497
84, -0.0123296, 0.00539827, 0.0249833, 0.0410977, 0.0466317, 0.041926, 0.086122, 0.120728, 0.203503, 0.511825
85, -0.0123296, 0.00539827, 0.0249833, 0.0410977, 0.0457527, 0.0401917, 0.0357001, 0.0704224, 0.104956, 0.503171
86, -0.0108014, 0.00762552, 0.0249833, 0.0410977, 0.047281, 0.042419, 0.0763916, 0.111357, 0.185002, 0.509795
87, -0.0108014, 0.00762552, 0.0249833, 0.0410977, 0.0466372, 0.040918, 0.0263514, 0.0614358, 0.0872323, 0.502188
88, -0.0094232, 0.00972188, 0.0249833, 0.0410977, 0.0480154, 0.0430144, 0.0677669, 0.10311, 0.168605, 0.508151
89, -0.00743228, 0.0123804, 0.0249833, 0.0410977, 0.0500063, 0.0456729, 0.106052, 0.14166, 0.243726, 0.51688
90, -0.00878989, 0.0101553, 0.0236257, 0.0388726, 0.0486487, 0.0434478, 0.0543081, 0.0891272, 0.143619, 0.505873
91, -0.00698503, 0.0126356, 0.0236257, 0.0388726, 0.0504536, 0.0459281, 0.0936406, 0.128725, 0.220747, 0.513819
92, -0.00698503, 0.0126356, 0.0259338, 0.0418037, 0.0527616, 0.0488592, 0.130401, 0.165674, 0.291642, 0.523944
93, -0.00895789, 0.00979248, 0.0239609, 0.0389606, 0.0507887, 0.0460161, 0.0777979, 0.112271, 0.190077, 0.510242
94, -0.00895789, 0.00979248, 0.0239609, 0.0389606, 0.0501138, 0.0444945, 0.027579, 0.0621689, 0.0921258, 0.502389
95, -0.00895789, 0.00979248, 0.0253692, 0.0410719, 0.0515221, 0.0466058, 0.0696021, 0.104382, 0.173172, 0.508553
96, -0.00895789, 0.00979248, 0.027391, 0.043745, 0.053544, 0.0492789, 0.108397, 0.143378, 0.24789, 0.517462
97, -0.00649329, 0.0128609, 0.027391, 0.043745, 0.0560086, 0.0523473, 0.143524, 0.178753, 0.316612, 0.528146
98, -0.00649329, 0.0128609, 0.027391, 0.043745, 0.0536861, 0.0491232, 0.0910232, 0.126346, 0.214471, 0.513136
99, -0.00747384, 0.0110286, 0.0264105, 0.0419126, 0.0527055, 0.0472909, 0.0396574, 0.0742108, 0.115431, 0.503781
100, -0.00747384, 0.0110286, 0.0264105, 0.0419126, 0.0529123, 0.0466799, -0.00877021, 0.0259108, 0.0210618, 0.500112
101, -0.0062597, 0.0114869, 0.0276246, 0.042371, 0.0541264, 0.0471383, -0.0547633, -0.0206976, -0.0677357, 0.501421
102, -0.0062597, 0.0114869, 0.0274657, 0.0429974, 0.0539675, 0.0477647, -0.00692812, 0.0273155, 0.0241796, 0.500151
103, -0.00546344, 0.0130234, 0.0274657, 0.0429974, 0.0547637, 0.0493012, 0.0370751, 0.0715665, 0.110136, 0.503447
104, -0.00518622, 0.0125066, 0.0277429, 0.0424805, 0.055041, 0.0487844, -0.0117972, 0.0220236, 0.0160027, 0.500057
105, -0.00448207, 0.0139471, 0.0277429, 0.0424805, 0.0557451, 0.0502248, 0.0325604, 0.0666285, 0.102561, 0.502953
106, -0.00300225, 0.0161149, 0.0277429, 0.0424805, 0.0572249, 0.0523927, 0.0737477, 0.108075, 0.182877, 0.509488
107, -0.000934592, 0.0188212, 0.0277429, 0.0424805, 0.0592926, 0.055099, 0.111775, 0.146367, 0.256925, 0.518649
108, -0.000934592, 0.0188212, 0.0277429, 0.0424805, 0.0577856, 0.052721, 0.0600498, 0.0947464, 0.156452, 0.50695
109, -0.000934592, 0.0188212, 0.0277429, 0.0424805, 0.057534, 0.0516306, 0.0104435, 0.0452621, 0.0600248, 0.500989
110, -0.000934592, 0.0188212, 0.028866, 0.0443317, 0.0586571, 0.0534817, 0.0539391, 0.0889415, 0.14346, 0.505881
111, -0.00102852, 0.0179085, 0.0287721, 0.0434189, 0.0585632, 0.0525689, 0.003926, 0.0382101, 0.0475827, 0.500604
112, -5.25149e-05, 0.0181245, 0.0297481, 0.0436349, 0.0595392, 0.0527849, -0.0432459, -0.00958397, -0.0428605, 0.500617
113, -5.25149e-05, 0.0181245, 0.0297481, 0.0436349, 0.0613648, 0.0538987, -0.0866674, -0.0528632, -0.127194, 0.504954
114, 0.00242634, 0.0199527, 0.0322269, 0.0454631, 0.0638436, 0.0557269, -0.127428, -0.0941019, -0.205167, 0.512631
115, 0.00537573, 0.0223108, 0.0351763, 0.0478212, 0.066793, 0.058085, -0.165023, -0.132102, -0.276831, 0.522627
116, 0.00537573, 0.0223108, 0.032352, 0.0458317, 0.0639688, 0.0560955, -0.111777, -0.0787559, -0.1755, 0.509326
117, 0.00537573, 0.0223108, 0.032352, 0.0458317, 0.0667498, 0.0582624, -0.150065, -0.116898, -0.249704, 0.518457
118, 0.00537573, 0.0223108, 0.032352, 0.0458317, 0.069904, 0.0608502, -0.185287, -0.151976, -0.317875, 0.529331
119, 0.00537573, 0.0223108, 0.0289965, 0.0433295, 0.0665485, 0.0583481, -0.131508, -0.0980838, -0.215543, 0.513796
120, 0.00537573, 0.0223108, 0.0289965, 0.0433295, 0.0695318, 0.0607366, -0.168202, -0.134632, -0.286568, 0.523936
121, 0.00865481, 0.0250483, 0.0322756, 0.0460671, 0.0728109, 0.0634741, -0.202381, -0.169175, -0.351553, 0.535518
122, 0.00865481, 0.0250483, 0.0284715, 0.043119, 0.0690068, 0.060526, -0.148199, -0.114879, -0.248594, 0.51818
123, 0.00865481, 0.0250483, 0.0284715, 0.043119, 0.0721384, 0.0630874, -0.183542, -0.150077, -0.316924, 0.529026
124, 0.00532776, 0.022581, 0.0284715, 0.043119, 0.0688113, 0.0606201, -0.130344, -0.0966914, -0.214656, 0.513627
125, 0.00829559, 0.0249573, 0.0314393, 0.0454953, 0.0717792, 0.0629964, -0.16766, -0.134427, -0.285649, 0.523837
126, 0.00538508, 0.0228946, 0.0314393, 0.0454953, 0.0688687, 0.0609336, -0.114875, -0.0814421, -0.184141, 0.510138
127, 0.0081968, 0.0250989, 0.034251, 0.0476996, 0.0716804, 0.063138, -0.153541, -0.120541, -0.257596, 0.519593
128, 0.00565367, 0.0233911, 0.034251, 0.0476996, 0.0691373, 0.0614302, -0.101183, -0.0679731, -0.156899, 0.507452
129, 0.00442184, 0.022967, 0.034251, 0.0476996, 0.0679054, 0.0610061, -0.0510254, -0.0175732, -0.0601983, 0.501151
130, 0.00442184, 0.022967, 0.034251, 0.0476996, 0.0698567, 0.0622603, -0.0940006, -0.0604052, -0.143327, 0.506225
131, 0.00336211, 0.0227191, 0.034251, 0.0476996, 0.068797, 0.0620124, -0.0442004, -0.0103425, -0.0472921, 0.500717
132, 0.00342487, 0.0235545, 0.034251, 0.0476996, 0.0688597, 0.0628477, 0.00277236, 0.0369148, 0.0433834, 0.500515
133, 0.00342487, 0.0235545, 0.034251, 0.0476996, 0.0698481, 0.0630641, -0.0438802, -0.0096023, -0.0468173, 0.500698
134, 0.00342487, 0.0235545, 0.0343369, 0.0485634, 0.069934, 0.0639278, 0.00380224, 0.0382307, 0.0438335, 0.500542
135, 0.00342487, 0.0235545, 0.035354, 0.0503088, 0.0709511, 0.0656732, 0.0482637, 0.0828654, 0.128354, 0.504826
136, 0.00342487, 0.0235545, 0.0370949, 0.052726, 0.072692, 0.0680904, 0.0893968, 0.124187, 0.206472, 0.512479
137, 0.0056985, 0.0264555, 0.0370949, 0.052726, 0.0749657, 0.0709914, 0.126705, 0.161773, 0.278353, 0.522429
138, 0.0083478, 0.029684, 0.0370949, 0.052726, 0.0776149, 0.0742199, 0.160998, 0.196343, 0.344282, 0.533852
139, 0.0083478, 0.029684, 0.0399923, 0.0561546, 0.0805124, 0.0776485, 0.192869, 0.228398, 0.404571, 0.546108
140, 0.0083478, 0.029684, 0.0430485, 0.0596991, 0.0835685, 0.081193, 0.222146, 0.257857, 0.459801, 0.558671
141, 0.0083478, 0.029684, 0.0430485, 0.0596991, 0.0792175, 0.0759157, 0.168134, 0.203907, 0.356106, 0.536317
142, 0.00544269, 0.0258937, 0.0401434, 0.0559088, 0.0763124, 0.0721255, 0.113251, 0.148135, 0.25306, 0.518609
143, 0.00544269, 0.0258937, 0.0401434, 0.0559088, 0.07478, 0.0697153, 0.0611103, 0.0960994, 0.15261, 0.506861
144, 0.00735945, 0.02848, 0.0401434, 0.0559088, 0.0766967, 0.0723016, 0.100749, 0.136031, 0.228833, 0.515312
145, 0.00617244, 0.0264415, 0.0389564, 0.0538704, 0.0755097, 0.0702631, 0.0478015, 0.0822773, 0.129121, 0.504849
146, 0.00617244, 0.0264415, 0.0406899, 0.056277, 0.0772432, 0.0726698, 0.0890807, 0.123745, 0.207215, 0.512537
147, 0.00617244, 0.0264415, 0.0429614, 0.0591697, 0.0795147, 0.0755625, 0.12707, 0.161931, 0.278968, 0.522576
148, 0.00432691, 0.0237434, 0.0411159, 0.0564716, 0.0776692, 0.0728643, 0.073141, 0.107182, 0.177619, 0.509177
149, 0.00380796, 0.0224176, 0.0405969, 0.0551459, 0.0771502, 0.0715386, 0.0213547, 0.0546682, 0.0800456, 0.501798
150, 0.00380796, 0.0224176, 0.0419184, 0.0571501, 0.0784718, 0.0735428, 0.0647344, 0.0982303, 0.161986, 0.507603
151, 0.00348689, 0.0213078, 0.0415974, 0.0560402, 0.0781507, 0.072433, 0.0133135, 0.0461128, 0.0651504, 0.501162
152, 0.00465998, 0.0231654, 0.0415974, 0.0560402, 0.0793238, 0.0742906, 0.0565593, 0.0896096, 0.148252, 0.506293
153, 0.00650875, 0.0256505, 0.0415974, 0.0560402, 0.0811725, 0.0767757, 0.0965383, 0.129847, 0.224989, 0.514549
154, 0.00885469, 0.028585, 0.0415974, 0.0560402, 0.0835185, 0.0797101, 0.133338, 0.166906, 0.2955, 0.524939
155, 0.0068526, 0.0257587, 0.0395953, 0.053214, 0.0815164, 0.0768839, 0.0790628, 0.111862, 0.193754, 0.510689
156, 0.0068526, 0.0257587, 0.0395953, 0.053214, 0.0808305, 0.0753918, 0.0280113, 0.0609242, 0.0956477, 0.502533
157, 0.00735413, 0.0255109, 0.0400968, 0.0529661, 0.081332, 0.075144, -0.0215933, 0.010691, 0.00236686, 0.500001
158, 0.00883468, 0.0262997, 0.0415773, 0.0537549, 0.0828126, 0.0759328, -0.068078, -0.0363333, -0.0849855, 0.502445
159, 0.0110758, 0.0279079, 0.0438185, 0.0553631, 0.0850538, 0.077541, -0.111242, -0.079956, -0.16593, 0.508809
160, 0.0138747, 0.0301308, 0.0466173, 0.057586, 0.0878526, 0.0797639, -0.151077, -0.120177, -0.240397, 0.518006
161, 0.0138747, 0.0301308, 0.0466173, 0.057586, 0.0910444, 0.0824263, -0.186817, -0.155778, -0.308871, 0.528936
162, 0.0104839, 0.0275373, 0.0466173, 0.057586, 0.0876537, 0.0798328, -0.133013, -0.10178, -0.206622, 0.513449
163, 0.00848122, 0.0263126, 0.0466173, 0.057586, 0.085651, 0.0786082, -0.0810407, -0.0495796, -0.107536, 0.50388
164, 0.00848122, 0.0263126, 0.0466173, 0.057586, 0.0880699, 0.0804029, -0.12235, -0.0907493, -0.186763, 0.511056
165, 0.00848122, 0.0263126, 0.0466173, 0.057586, 0.0909894, 0.0827455, -0.160423, -0.128683, -0.259699, 0.520731
166, 0.0117334, 0.0290399, 0.0498695, 0.0603133, 0.0942416, 0.0854728, -0.196184, -0.164785, -0.326362, 0.532136
167, 0.00809669, 0.0262134, 0.0498695, 0.0603133, 0.0906049, 0.0826462, -0.142161, -0.110544, -0.223749, 0.51567
168, 0.0112054, 0.0287767, 0.0529783, 0.0628766, 0.0937136, 0.0852096, -0.179561, -0.148299, -0.293384, 0.526389
169, 0.0112054, 0.0287767, 0.0498132, 0.0605052, 0.0905485, 0.0828381, -0.124855, -0.0935584, -0.191437, 0.511629
170, 0.0112054, 0.0287767, 0.048045, 0.0595061, 0.0887803, 0.081839, -0.0721415, -0.0407716, -0.0929124, 0.502907
171, 0.013507, 0.0304578, 0.0503465, 0.0611871, 0.0910819, 0.08352, -0.115263, -0.0843343, -0.173223, 0.509625
172, 0.0163505, 0.0327369, 0.05319, 0.0634663, 0.0939254, 0.0857992, -0.155022, -0.124464, -0.247034, 0.519094
173, 0.0163505, 0.0327369, 0.05319, 0.0634663, 0.0971512, 0.0885063, -0.190547, -0.159851, -0.314899, 0.530205
174, 0.0128687, 0.0300447, 0.05319, 0.0634663, 0.0936694, 0.0858141, -0.136444, -0.105551, -0.212498, 0.514284
175, 0.0107853, 0.0287327, 0.05319, 0.0634663, 0.0915859, 0.0845021, -0.0841314, -0.0530072, -0.113159, 0.504302
176, 0.00997421, 0.0286632, 0.05319, 0.0634663, 0.0907749, 0.0844326, -0.0343227, -0.00294188, -0.0183886, 0.500182
177, 0.0102517, 0.0296436, 0.05319, 0.0634663, 0.0910523, 0.085413, 0.0124847, 0.0441398, 0.0707402, 0.50127
178, 0.0102517, 0.0296436, 0.05319, 0.0634663, 0.0918624, 0.0854963, -0.0354267, -0.00364251, -0.0209127, 0.500217
179, 0.0102517, 0.0296436, 0.05319, 0.0634663, 0.0935766, 0.0865287, -0.08022, -0.0482997, -0.106568, 0.503807
180, 0.0102517, 0.0296436, 0.0524963, 0.0635238, 0.0928828, 0.0865862, -0.0295453, 0.00245074, -0.0121358, 0.500088
181, 0.0102517, 0.0296436, 0.052893, 0.0646278, 0.0932796, 0.0876903, 0.0179964, 0.0500967, 0.0765149, 0.501587
182, 0.0102517, 0.0296436, 0.052893, 0.0646278, 0.0939736, 0.0876437, -0.0302044, 0.00202435, -0.0155939, 0.500117
183, 0.0102517, 0.0296436, 0.052893, 0.0646278, 0.0955919, 0.0885668, -0.0753032, -0.0429384, -0.101746, 0.503376
184, 0.0125948, 0.0313517, 0.0552361, 0.0663359, 0.097935, 0.0902748, -0.118317, -0.0864286, -0.18146, 0.510419
185, 0.0125948, 0.0313517, 0.0536388, 0.0655181, 0.0963376, 0.089457, -0.0655325, -0.0335607, -0.0833878, 0.502312
186, 0.0125948, 0.0313517, 0.0536388, 0.0655181, 0.0985274, 0.0909968, -0.108097, -0.0759855, -0.164607, 0.508538
187, 0.0125948, 0.0313517, 0.0536388, 0.0655181, 0.101279, 0.0931468, -0.14737, -0.115118, -0.239469, 0.5176
188, 0.0102368, 0.0298069, 0.0536388, 0.0655181, 0.0989209, 0.0916021, -0.0944041, -0.0618869, -0.139237, 0.506145
189, 0.012828, 0.0317827, 0.0562299, 0.0674939, 0.101512, 0.0935778, -0.135906, -0.103848, -0.216006, 0.514523
190, 0.012828, 0.0317827, 0.0562299, 0.0674939, 0.104558, 0.096058, -0.173001, -0.140804, -0.286616, 0.524974
191, 0.00980877, 0.0295873, 0.0562299, 0.0674939, 0.101539, 0.0938625, -0.11918, -0.0867178, -0.184934, 0.510721
192, 0.00980877, 0.0295873, 0.0546144, 0.0666727, 0.0999234, 0.0930414, -0.0662192, -0.0336696, -0.0867427, 0.502444
193, 0.00980877, 0.0295873, 0.0542431, 0.0670577, 0.0995521, 0.0934264, -0.0160368, 0.0166326, 0.0064365, 0.500006
194, 0.0111937, 0.0302709, 0.055628, 0.0677413, 0.100937, 0.09411, -0.0635196, -0.0314267, -0.0813629, 0.502175
195, 0.0111937, 0.0302709, 0.055628, 0.0677413, 0.103095, 0.0956139, -0.106282, -0.0740501, -0.162781, 0.508308
196, 0.013923, 0.0324049, 0.0583573, 0.0698753, 0.105824, 0.0977479, -0.146885, -0.115094, -0.237644, 0.517455
197, 0.013923, 0.0324049, 0.0583573, 0.0698753, 0.108966, 0.100343, -0.183113, -0.151183, -0.306461, 0.528397
198, 0.013923, 0.0324049, 0.0551157, 0.0674464, 0.105724, 0.0979138, -0.127735, -0.0957315, -0.204238, 0.512895
199, 0.013923, 0.0324049, 0.0551157, 0.0674464, 0.108681, 0.100297, -0.165466, -0.133323, -0.275914, 0.523053
200, 0.013923, 0.0324049, 0.0523299, 0.0654733, 0.105895, 0.098324, -0.110616, -0.0783731, -0.174501, 0.509384
201, 0.013923, 0.0324049, 0.0523299, 0.0654733, 0.108663, 0.100494, -0.149675, -0.117292, -0.248694, 0.518714
202, 0.0170601, 0.0349982, 0.055467, 0.0680667, 0.111801, 0.103088, -0.186526, -0.154538, -0.316483, 0.529979
