0,0,0,-0.301086031,0.491737758
-0.001285615,-0.007294137,-0.016524485,-0.413949038,0.489156296
-0.009401025,-0.024161456,-0.021687408,-0.438515343,0.489643039
-0.02716276,-0.042877897,-0.020713921,-0.376294865,0.49315787
-0.05412282,-0.058061777,-0.01368426,-0.252676803,0.498893801
-0.087125149,-0.065078922,-0.002212398,-0.108003138,0.50550894
-0.121022833,-0.06119207,0.011017879,0.015396282,0.511402049
-0.149890195,-0.046262478,0.022804098,0.086009243,0.515082202
-0.168457057,-0.022881455,0.030164404,0.091839459,0.515672565
-0.173423305,0.004269906,0.03134513,0.042555378,0.51331226
-0.164217286,0.029858508,0.02662452,-0.035164053,0.509100028
-0.142870754,0.049644807,0.018200055,-0.1071812,0.504557993
-0.11307886,0.061702449,0.009115986,-0.143032657,0.500991415
-0.078880224,0.066601724,0.00198283,-0.125083007,0.4990989
-0.043495524,0.066681457,-0.0018022,-0.053020792,0.498894463
-0.008689422,0.064909997,-0.002211074,0.057239185,0.499831149
0.025262127,0.063784731,-0.000337701,0.179371155,0.501023399
0.059095738,0.064539263,0.002046798,0.284852022,0.501507825
0.093774682,0.066773803,0.003015649,0.350784143,0.500497719
0.129628615,0.068544362,0.000995438,0.364986748,0.497602867
0.165654759,0.0668675,-0.004794266,0.327249328,0.493004386
0.199176341,0.058575309,-0.013991229,0.24705145,0.487539136
0.226033385,0.041398564,-0.024921727,0.139226287,0.482555834
0.241331098,0.014997635,-0.034888331,0.019466075,0.479418285
0.24062963,-0.018572674,-0.041163429,-0.098725469,0.478831111
0.22111001,-0.055431277,-0.042337778,-0.204934503,0.48050959
0.182180338,-0.091326489,-0.03898082,-0.290962501,0.483560013
0.125266177,-0.123047002,-0.032879973,-0.349332593,0.487316691
0.053114207,-0.148757838,-0.025366617,-0.372513372,0.492039739
-0.03072905,-0.166982594,-0.015920523,-0.353767618,0.499042835
-0.121649271,-0.174855175,-0.001914331,-0.289595154,0.509957445
-0.212854366,-0.166909618,0.01991489,-0.182868461,0.524879325
-0.294140065,-0.136154681,0.04975865,-0.045108842,0.540197774
-0.352135606,-0.078702836,0.080395549,0.103504004,0.54918538
-0.373586942,0.000207382,0.09837076,0.237143213,0.547292977
-0.350812464,0.085381455,0.094585955,0.329958185,0.536774356
-0.285225827,0.159598544,0.073548711,0.362839564,0.523919538
-0.185669812,0.21318088,0.047839076,0.329181219,0.512560491
-0.063549998,0.245387221,0.025120981,0.237632166,0.501353843
